date,original_transfer_date,event_date_source,event_date_confidence,season,club,player,direction,from_club,to_club,age,position,market_value_eur,transfer_fee_eur,wage_eur_annual,transfer_type,is_loan,source,source_url
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Celtic plc,Daizen Maeda,in,Yokohama F. M.,Celtic plc,24,Left Winger,3500000.0,1530000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Celtic plc,Ewan Henderson,out,Celtic plc,Hibernian FC,22,Attacking Midfield,325000.0,0.0,,loan_return,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Celtic plc,Jota,in,Benfica,Celtic plc,23,Left Winger,7500000.0,16200000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Celtic plc,Kerr McInroy,out,Celtic plc,Kilmarnock FC,21,Central Midfield,300000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Celtic plc,Liam Scales,out,Celtic plc,Aberdeen FC,23,Centre-Back,600000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Celtic plc,Vasilios Barkas,out,Celtic plc,Utrecht,28,Goalkeeper,1000000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Eagle Football Group,Abdoulaye Ndiaye,in,Olymp. Lyon B,Eagle Football Group,20,Centre-Back,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Eagle Football Group,Alexandre Lacazette,in,Arsenal,Eagle Football Group,31,Centre-Forward,15000000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Eagle Football Group,Corentin Tolisso,in,Bayern Munich,Eagle Football Group,27,Central Midfield,15000000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Eagle Football Group,Habib Keïta,out,Eagle Football Group,KV Kortrijk,20,Central Midfield,800000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Eagle Football Group,Johann Lepenant,in,SM Caen,Eagle Football Group,19,Defensive Midfield,5000000.0,4250000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Eagle Football Group,Mohamed El Arouch,in,Olymp. Lyon B,Eagle Football Group,18,Central Midfield,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Eagle Football Group,Rémy Riou,in,SM Caen,Eagle Football Group,34,Goalkeeper,400000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Augusto Dabó,in,Boavista Y19,FC Porto SAD,18,Left-Back,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Bruno Lourenço,in,Estoril Praia,FC Porto SAD,24,Right Winger,400000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Danny Namaso,in,FC Porto B,FC Porto SAD,21,Left Winger,2000000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Dominik Piła,in,Chrobry Glogow,FC Porto SAD,21,Right-Back,400000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Fábio Vieira,out,FC Porto SAD,Arsenal,22,Attacking Midfield,25000000.0,35000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Gonçalo Miguel,in,Boavista Y19,FC Porto SAD,19,Right-Back,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Grzegorz Tomasiewicz,in,Stal Mielec,FC Porto SAD,26,Defensive Midfield,800000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Ilija Vukotić,in,Benfica,FC Porto SAD,23,Central Midfield,500000.0,500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Jackson Porozo,out,FC Porto SAD,Troyes,21,Centre-Back,3000000.0,3500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Jean Jules,in,Albacete,FC Porto SAD,24,Central Midfield,300000.0,0.0,,loan_return,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Joel Silva,in,Boavista Y19,FC Porto SAD,19,Central Midfield,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Kacper Karasek,in,Widzew Lodz,FC Porto SAD,20,Attacking Midfield,100000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Karol Struski,out,FC Porto SAD,Aris Limassol,21,Defensive Midfield,450000.0,400000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Kryspin Szcześniak,in,Pogon II,FC Porto SAD,21,Centre-Back,350000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Luka Gugeshashvili,out,FC Porto SAD,Qarabağ,23,Goalkeeper,400000.0,200000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Marcin Wasielewski,out,FC Porto SAD,GKS Katowice,27,Right Midfield,100000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Marko Grujić,in,Liverpool,FC Porto SAD,26,Defensive Midfield,12000000.0,9000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Martim Tavares,in,Boavista Y19,FC Porto SAD,18,Centre-Forward,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Mateusz Grzybek,out,FC Porto SAD,Radomiak,26,Right Midfield,300000.0,100000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Mateusz Skrzypczak,in,Lech Poznan,FC Porto SAD,21,Centre-Back,100000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Matheus Henrique,out,FC Porto SAD,Sassuolo,24,Central Midfield,11000000.0,7000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Milosz Trojak,in,Odra Opole,FC Porto SAD,28,Centre-Back,300000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Oskar Leśniak,in,Stadion Slaski Chorzow,FC Porto SAD,17,Attacking Midfield,,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Patryk Makuch,in,Miedz Legnica,FC Porto SAD,23,Attacking Midfield,550000.0,550000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Paweł Olkowski,in,Gaziantep FK,FC Porto SAD,32,Right-Back,125000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Pedro Gomes,in,Boavista Y19,FC Porto SAD,19,Centre-Back,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Pelle van Amersfoort,out,FC Porto SAD,Without Club,26,Centre-Forward,1800000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Petar Musa,in,Slavia Praha,FC Porto SAD,24,Centre-Forward,5000000.0,4250000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Przemysław Wiśniewski,out,FC Porto SAD,Venezia,23,Centre-Back,1500000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Rodrigo Conceição,in,FC Porto B,FC Porto SAD,22,Right-Back,500000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Rodrigo Dourado,out,FC Porto SAD,San Luis,28,Defensive Midfield,3000000.0,500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Salvador Agra,in,Tondela,FC Porto SAD,30,Right Winger,500000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Stephen Eustaquio,in,Paços Ferreira,FC Porto SAD,25,Central Midfield,5000000.0,4210000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Szymon Wlodarczyk,in,Legia Warszawa,FC Porto SAD,19,Centre-Forward,300000.0,15000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Tomasz Makowski,out,FC Porto SAD,Zaglebie Lubin,22,Defensive Midfield,800000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Vincent Sasso,in,Servette FC,FC Porto SAD,31,Centre-Back,500000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Vitinha,out,FC Porto SAD,PSG,22,Defensive Midfield,30000000.0,41500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,FC Porto SAD,Wilson Manafá,out,FC Porto SAD,FC Porto B,27,Right-Back,5000000.0,,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Juventus,Fabio Miretti,in,Juve Next Gen,Juventus,18,Central Midfield,5000000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Juventus,Federico Chiesa,in,Fiorentina,Juventus,24,Right Winger,65000000.0,44600000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Juventus,Matías Soulé,in,Juve Next Gen,Juventus,19,Right Winger,2500000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Juventus,Merih Demiral,out,Juventus,Atalanta,24,Centre-Back,25000000.0,21000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Lazio,Alessio Furlanetto,in,Lazio U19,Lazio,20,Goalkeeper,50000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Lazio,Bobby Adekanye,out,Lazio,Go Ahead Eagles,23,Right Winger,350000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Lazio,Joaquín Correa,out,Lazio,Inter,27,Second Striker,23000000.0,27300000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Lazio,Marcos Antônio,in,Shakhtar D.,Lazio,22,Central Midfield,8000000.0,7500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Lazio,Matteo Cancellieri,in,Hellas Verona,Lazio,20,Right Winger,3000000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Lazio,Mattia Zaccagni,in,Hellas Verona,Lazio,27,Left Winger,18000000.0,7100000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Manchester United,Alejandro Garnacho,in,Man Utd U21,Manchester United,18,Left Winger,2000000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Manchester United,Hannibal,in,Man Utd U21,Manchester United,19,Attacking Midfield,6000000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Manchester United,Matej Kovar,in,Man Utd U21,Manchester United,22,Goalkeeper,400000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Manchester United,Nemanja Matić,out,Manchester United,Roma,33,Defensive Midfield,5000000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Manchester United,Álvaro Carreras,in,Man Utd U21,Manchester United,19,Left-Back,2000000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Abdul Fatawu,in,Sporting CP U23,Sporting CP SAD,18,Right Winger,500000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Adrien Hunou,in,Minnesota,Sporting CP SAD,28,Centre-Forward,3500000.0,1500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Akim Zedadka,in,Clermont Foot,Sporting CP SAD,27,Right-Back,4000000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Alexsandro,in,Chaves,Sporting CP SAD,22,Centre-Back,800000.0,2000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Amine Salama,in,USL Dunkerque,Sporting CP SAD,21,Centre-Forward,400000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,André Paulo,in,Sporting B,Sporting CP SAD,25,Goalkeeper,100000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Caju,out,Sporting CP SAD,Aris Limassol,26,Left-Back,700000.0,120000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Carlos Baleba,in,LOSC Lille B,Sporting CP SAD,18,Defensive Midfield,150000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Elias Cobbaut,out,Sporting CP SAD,Parma,24,Centre-Back,3000000.0,3460000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Fran Villalba,in,Birmingham,Sporting CP SAD,24,Attacking Midfield,2500000.0,500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Gonçalo Esteves,out,Sporting CP SAD,Estoril,18,Right-Back,3000000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Halid Sabanovic,in,FK Sarajevo,Sporting CP SAD,22,Right-Back,350000.0,300000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Hidemasa Morita,in,Santa Clara,Sporting CP SAD,27,Central Midfield,4000000.0,3450000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Himad Abdelli,in,Le Havre AC,Sporting CP SAD,22,Attacking Midfield,1500000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Jeremiah St. Juste,in,Mainz,Sporting CP SAD,25,Centre-Back,16000000.0,10000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Jimmy Cabot,out,Sporting CP SAD,Lens,28,Right Midfield,5000000.0,2000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Jonas Martin,in,Stade Rennais,Sporting CP SAD,32,Defensive Midfield,2500000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,José Marsà,in,Sporting B,Sporting CP SAD,20,Centre-Back,200000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Julien Duranville,in,Anderlecht U18,Sporting CP SAD,16,Left Winger,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Lazare Amani,out,Sporting CP SAD,Union SG,24,Central Midfield,1500000.0,,,loan_return,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Leny Yoro,in,LOSC Lille B,Sporting CP SAD,16,Centre-Back,150000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Martin Delavallée,in,Mouscron,Sporting CP SAD,18,Goalkeeper,50000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Mathias Pereira Lage,out,Sporting CP SAD,Stade Brestois,25,Left Winger,2500000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Mehdi Boukamir,in,Zébra Élites,Sporting CP SAD,18,Centre-Back,25000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2022-07-01,2022-07-01,exact_transfer_date,0.85,2022-23,Sporting CP SAD,Melvin Zinga,in,Angers SCO B,Sporting CP SAD,20,Goalkeeper,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
