date,original_transfer_date,event_date_source,event_date_confidence,season,club,player,direction,from_club,to_club,age,position,market_value_eur,transfer_fee_eur,wage_eur_annual,transfer_type,is_loan,source,source_url
2021-05-24,2021-05-24,exact_transfer_date,0.85,2021-22,Juventus,Edwin Mosquera,in,Indep. Medellín,Juventus,19,Left Winger,350000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Ajax NV,Carel Eiting,out,Ajax NV,Genk,23,Central Midfield,4000000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Ajax NV,Danilo,in,Ajax U21,Ajax NV,22,Centre-Forward,4200000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Ajax NV,Jay Gorter,in,Go Ahead Eagles,Ajax NV,21,Goalkeeper,700000.0,1000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Ajax NV,Lassina Traoré,out,Ajax NV,Shakhtar D.,20,Centre-Forward,6500000.0,10000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Ajax NV,Noa Lang,out,Ajax NV,Club Brugge,22,Left Winger,22000000.0,6000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Ajax NV,Remko Pasveer,in,Vitesse,Ajax NV,37,Goalkeeper,250000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Ajax NV,Răzvan Marin,out,Ajax NV,Cagliari,25,Central Midfield,15000000.0,6900000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Benfica SAD,Gil Dias,in,Monaco,Benfica SAD,24,Right Winger,3000000.0,1500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Benfica SAD,Ilija Vukotić,in,Benfica B,Benfica SAD,22,Central Midfield,400000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Benfica SAD,Morato,in,Benfica B,Benfica SAD,20,Centre-Back,2000000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Benfica SAD,Pedrinho,out,Benfica SAD,Shakhtar D.,23,Right Winger,15000000.0,18000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Benfica SAD,Rodrigo Pinho,in,Marítimo,Benfica SAD,30,Centre-Forward,2500000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Borussia Dortmund,Ansgar Knauff,in,B. Dortmund II,Borussia Dortmund,19,Right Winger,3000000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Borussia Dortmund,Gregor Kobel,in,Stuttgart,Borussia Dortmund,23,Goalkeeper,13000000.0,15000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Borussia Dortmund,Jeremy Toljan,out,Borussia Dortmund,Sassuolo,26,Right-Back,5000000.0,3500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Borussia Dortmund,Sergio Gómez,out,Borussia Dortmund,RSC Anderlecht,20,Left-Back,2500000.0,3500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Borussia Dortmund,Soumaïla Coulibaly,in,Paris SG U19,Borussia Dortmund,17,Centre-Back,,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Celtic plc,Adam Montgomery,in,Celtic B,Celtic plc,18,Left-Back,150000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Celtic plc,Jack Hendry,out,Celtic plc,KV Oostende,26,Centre-Back,3500000.0,1100000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Celtic plc,Jonathan Afolabi,in,Celtic B,Celtic plc,21,Centre-Forward,175000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Celtic plc,Karamoko Dembélé,in,Celtic B,Celtic plc,18,Attacking Midfield,250000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Celtic plc,Kerr McInroy,in,Celtic B,Celtic plc,20,Central Midfield,200000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Celtic plc,Liam Shaw,in,Sheff Wed,Celtic plc,20,Defensive Midfield,350000.0,345000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Celtic plc,Osaze Urhoghide,in,Sheff Wed,Celtic plc,20,Centre-Back,300000.0,230000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Celtic plc,Ross Doohan,in,Celtic B,Celtic plc,23,Goalkeeper,250000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Eagle Football Group,Castello Lukeba,in,Olymp. Lyon B,Eagle Football Group,18,Centre-Back,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Eagle Football Group,Damien Da Silva,in,Stade Rennais,Eagle Football Group,33,Centre-Back,2000000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Eagle Football Group,Florent Sanchez,in,Olymp. Lyon B,Eagle Football Group,18,Central Midfield,500000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Eagle Football Group,Habib Keïta,in,Olymp. Lyon B,Eagle Football Group,19,Central Midfield,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Eagle Football Group,Henrique Silva,in,Vasco da Gama,Eagle Football Group,27,Left-Back,950000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Eagle Football Group,Malo Gusto,in,Olymp. Lyon B,Eagle Football Group,18,Right-Back,500000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Eagle Football Group,Memphis Depay,out,Eagle Football Group,Barcelona,27,Second Striker,45000000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Adrian Benedyczak,out,FC Porto SAD,Parma,20,Left Winger,500000.0,2400000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Ariel Mosór,in,Legia Warszawa,FC Porto SAD,18,Centre-Back,150000.0,25000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Berna,in,Boavista U23,FC Porto SAD,17,Attacking Midfield,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Bruno Méndez,in,Corinthians,FC Porto SAD,21,Centre-Back,1800000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Chidozie Awaziem,in,Porto,FC Porto SAD,24,Centre-Back,5000000.0,5000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Chidozie Awaziem,out,FC Porto SAD,Boavista,24,Centre-Back,5000000.0,5000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Danilo Pereira,out,FC Porto SAD,PSG,29,Centre-Back,20000000.0,16000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Dawid Kudła,out,FC Porto SAD,GKS Katowice,29,Goalkeeper,150000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Diego Llorente,in,Boavista U23,FC Porto SAD,19,Centre-Forward,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Fran Pereira,in,Boavista U23,FC Porto SAD,19,Central Midfield,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Fábio Cardoso,in,Santa Clara,FC Porto SAD,27,Centre-Back,2000000.0,2200000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Jakub Jugas,in,Slavia Praha,FC Porto SAD,29,Centre-Back,650000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Jean Carlos Silva,in,Wisla Kraków,FC Porto SAD,25,Left Midfield,400000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Jeriel de Santis,in,Boavista U23,FC Porto SAD,19,Centre-Forward,200000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,João Gonçalves,in,Boavista U23,FC Porto SAD,20,Goalkeeper,100000.0,,,loan_return,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Jędrzej Grobelny,out,FC Porto SAD,Warta Poznan,20,Goalkeeper,150000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Kacper Urbański,out,FC Porto SAD,Bologna U19,16,Attacking Midfield,200000.0,750000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Karol Fila,out,FC Porto SAD,R. Strasbourg,23,Right-Back,1500000.0,1500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Karol Knap,in,P. Niepolomice,FC Porto SAD,19,Defensive Midfield,125000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Luís dos Santos,in,Boavista U23,FC Porto SAD,21,Right Winger,175000.0,,,loan_return,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Mathias Hebo,in,Lyngby BK,FC Porto SAD,25,Central Midfield,400000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Michael Ameyaw,in,Widzew Lodz,FC Porto SAD,20,Right Midfield,175000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Miguel Muñoz,in,Real Murcia,FC Porto SAD,24,Centre-Back,200000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Nathan,in,Vasco da Gama,FC Porto SAD,19,Right-Back,300000.0,1300000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Otar Kakabadze,in,CD Tenerife,FC Porto SAD,26,Right-Back,300000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Paulo Victor,in,Nova Iguaçu-RJ,FC Porto SAD,20,Left-Back,,500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Pedro Malheiro,in,Boavista U23,FC Porto SAD,20,Right-Back,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Pepê,in,Grêmio,FC Porto SAD,24,Right Winger,13000000.0,15400000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Pepê,out,FC Porto SAD,Porto,24,Right Winger,13000000.0,15400000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Sebastian Milewski,in,Piast Gliwice,FC Porto SAD,23,Defensive Midfield,500000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Sebastian Milewski,out,FC Porto SAD,Arka Gdynia,23,Defensive Midfield,500000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Vinícius Tobias,in,Inter U20,FC Porto SAD,17,Right-Back,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Zarko Udovicic,out,FC Porto SAD,Raków,33,Left-Back,200000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,FC Porto SAD,Zoran Arsenic,out,FC Porto SAD,Raków,27,Centre-Back,450000.0,125000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Juventus,Weston McKennie,in,FC Schalke 04,Juventus,22,Central Midfield,25000000.0,21900000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Lazio,Andreas Karo,out,Lazio,APOEL Nicosia,24,Centre-Back,500000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Lazio,Dimitrije Kamenovic,in,Cukaricki,Lazio,20,Left-Back,2000000.0,3000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Lazio,Elseid Hysaj,in,Napoli,Lazio,27,Right-Back,13000000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Lazio,Raúl Moro,in,Lazio U19,Lazio,18,Left Winger,800000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Abdoulay Diaby,out,Sporting CP SAD,Sporting B,30,Right Winger,2000000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Adama Soumaoro,out,Sporting CP SAD,Bologna,29,Centre-Back,4000000.0,2100000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Adem Zorgane,in,Paradou AC,Sporting CP SAD,21,Central Midfield,3300000.0,2000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Anthony Descotte,in,Charleroi U21,Sporting CP SAD,17,Centre-Forward,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Bruno Wilson,out,Sporting CP SAD,Vizela,24,Centre-Back,1000000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Caju,out,Sporting CP SAD,Aris Limassol,25,Left-Back,600000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Charles,out,Sporting CP SAD,Midtjylland,25,Defensive Midfield,850000.0,1500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Colin Coosemans,in,KAA Gent,Sporting CP SAD,28,Goalkeeper,300000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Fabiano,in,Braga B,Sporting CP SAD,21,Right-Back,550000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Jackson Tchatchoua,in,Charleroi U21,Sporting CP SAD,19,Right-Back,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Josip Misic,out,Sporting CP SAD,Dinamo Zagreb,27,Defensive Midfield,3000000.0,2000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Landry Dimata,out,Sporting CP SAD,Espanyol,23,Centre-Forward,3000000.0,2200000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Lazare Amani,out,Sporting CP SAD,Union SG,23,Central Midfield,300000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Majeed Ashimeru,in,Salzburg,Sporting CP SAD,23,Central Midfield,2500000.0,1500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Matheus Reis,in,Rio Ave,Sporting CP SAD,26,Left-Back,2500000.0,0.0,,loan_return,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Mike Maignan,out,Sporting CP SAD,AC Milan,25,Goalkeeper,25000000.0,16400000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Nayel Mehssatou,in,Anderlecht U21,Sporting CP SAD,19,Central Midfield,150000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Nícolas,in,Reggina,Sporting CP SAD,33,Goalkeeper,350000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Paulo Oliveira,in,SD Eibar,Sporting CP SAD,29,Centre-Back,4000000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2021-07-01,2021-07-01,exact_transfer_date,0.85,2021-22,Sporting CP SAD,Roger Fernandes,in,Braga U19,Sporting CP SAD,15,Right Winger,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
