match_id,claim_id,article_id,published_at,primary_player,primary_club,transfer_direction,rumor_stage,is_transfer_related,matched_transfer_id,match_score,match_reason,ambiguity_flag,candidate_count,matched_season,matched_club,matched_player,matched_direction,matched_transfer_type,matched_transfer_date
248101fbec829a54,d2663d045eef939b,6ebb2d42a655425f,2025-08-06T11:16:51Z,Benjamin Sesko,Manchester United,in,unclear,1,6829f1260eda10ad,1.06,exact_player|exact_club|season_match|date_near|direction_match|type_match|fee_close,0,32,2025-26,Manchester United,Benjamin Sesko,in,permanent,2025-08-09
db958c8b2f89eab5,6a08f457d43e2ad5,bf9ddc18ba8d0cb0,2025-08-09T09:33:11Z,Benjamin Sesko,Manchester United,in,unclear,1,6829f1260eda10ad,1.06,exact_player|exact_club|season_match|date_near|direction_match|type_match|fee_close,0,32,2025-26,Manchester United,Benjamin Sesko,in,permanent,2025-08-09
192351e0ed7c569d,183bc5d27d2f4360,297f744501e9d7ba,2025-08-07T14:38:46Z,Benjamin Sesko,Manchester United,in,medical,1,6829f1260eda10ad,1.06,exact_player|exact_club|season_match|date_near|direction_match|type_match|fee_close,0,32,2025-26,Manchester United,Benjamin Sesko,in,permanent,2025-08-09
fe3eb51ec7b7565f,68b07976c67fcc01,784243976dc67f2d,2025-08-13T19:00:02Z,Benjamin Sesko,Manchester United,unclear,unclear,0,,0.0,not_transfer_related,0,0,,,,,,
d18fbd80879981d3,9d1c1745943c199f,0c9997af647feb8d,2025-08-05T13:06:42Z,Benjamin Sesko,Manchester United,unclear,unclear,0,,0.0,not_transfer_related,0,0,,,,,,
4aa019e08bfe85e5,ea70a7fc70bde1a4,9ba1d7e82ada0653,2025-07-21T19:07:30Z,Bryan Mbeumo,Manchester United,in,unclear,1,72fc941a090043f2,1.06,exact_player|exact_club|season_match|date_near|direction_match|type_match|fee_close,0,32,2025-26,Manchester United,Bryan Mbeumo,in,permanent,2025-07-21
75fa26ef33f72f57,a18dbe230e1c1ca9,d1b29c446e884abd,2025-07-17T17:22:50Z,Bryan Mbeumo,Manchester United,in,bid,1,72fc941a090043f2,1.06,exact_player|exact_club|season_match|date_near|direction_match|type_match|fee_close,0,32,2025-26,Manchester United,Bryan Mbeumo,in,permanent,2025-07-21
324814f0f0384a85,9e1d8f58d89906ee,185adc6a1e646b69,2025-06-25T12:30:29Z,Bryan Mbeumo,Manchester United,in,advanced,1,,0.0,missing_player_signal,0,29,,,,,,
e13b2a864b47e91c,94393adb6326ac0d,b8ce35470529c823,2025-07-18T12:09:58Z,Bryan Mbeumo,Manchester United,in,agreed,1,72fc941a090043f2,1.06,exact_player|exact_club|season_match|date_near|direction_match|type_match|fee_close,0,32,2025-26,Manchester United,Bryan Mbeumo,in,permanent,2025-07-21
e8ffd311193a9d84,332cef53bad3a259,7839f1e366b30290,2025-06-23T21:24:03Z,Bryan Mbeumo,Manchester United,in,bid,1,,0.0,missing_player_signal,0,29,,,,,,
465396e5e002c54f,2b98f089c497a496,2f20309697e90ebf,2025-06-01T13:28:35Z,Matheus Cunha,Manchester United,in,official,1,,0.0,missing_player_signal,0,29,,,,,,
ccb7f1a212270c93,63180503b27c3eb9,774efd848ce7bd2f,2025-06-12T13:10:50Z,Matheus Cunha,Manchester United,unclear,unclear,0,,0.0,not_transfer_related,0,0,,,,,,
40d8dfe4e549ee2c,d89c56486644c826,4553052296788442,2025-07-04T14:58:00Z,Matheus Cunha,Manchester United,unclear,unclear,0,,0.0,not_transfer_related,0,0,,,,,,
f0b01f6e6d531ebe,119e338ebe7ac354,68ef3339a0b65707,2025-06-08T07:02:32Z,Matheus Cunha,Manchester United,in,unclear,1,,0.0,missing_player_signal,0,29,,,,,,
7af22f2a0454e10f,b54325c85c0381c4,d6049d352e5fd6d6,2025-06-24T16:15:42Z,Jamie Gittens,Borussia Dortmund,out,agreed,1,,0.0,missing_player_signal,0,35,,,,,,
9bb81d4b0e2d3925,30209a8ee051d8dc,725ac49b3878fa53,2025-06-28T18:44:16Z,Jamie Gittens,Borussia Dortmund,in,unclear,1,,0.0,missing_player_signal,0,35,,,,,,
6e5bbacf04e7c7bb,2d2c86e40404269e,f976a701012bb1c7,2025-07-05T20:30:33Z,Jamie Gittens,Borussia Dortmund,in,unclear,1,acf808e6135e92e0,0.86,exact_player|exact_club|season_match|date_near|direction_conflict|type_match|fee_close,0,25,2025-26,Borussia Dortmund,Jamie Gittens,out,permanent,2025-07-05
b6a28d0ac95547a9,4ee9be268104a850,e64c3f9eba01f56b,2025-06-10T13:53:48Z,Jamie Gittens,Borussia Dortmund,in,bid,1,,0.0,missing_player_signal,0,35,,,,,,
a4a9ca689604e291,a4c009d9bebd953b,4e6cdc5ccdca36a7,2025-07-09T15:09:05Z,Jamie Gittens,Borussia Dortmund,in,agreed,1,acf808e6135e92e0,0.82,exact_player|exact_club|season_match|date_near|direction_conflict|type_match|fee_similar,0,25,2025-26,Borussia Dortmund,Jamie Gittens,out,permanent,2025-07-05
ae699265b8104b9b,5da73c643e684e11,ed7f017dc179166f,2025-08-27T17:58:27Z,Alejandro Garnacho,Manchester United,in,advanced,1,ddd28bddba1ace36,0.86,exact_player|exact_club|season_match|date_near|direction_conflict|type_match|fee_close,0,32,2025-26,Manchester United,Alejandro Garnacho,out,permanent,2025-08-30
c617c34644631c1b,766693d7c9d31fb3,b1d8510f640a921c,2025-08-28T19:34:33Z,Alejandro Garnacho,Manchester United,out,unclear,1,ddd28bddba1ace36,1.06,exact_player|exact_club|season_match|date_near|direction_match|type_match|fee_close,0,32,2025-26,Manchester United,Alejandro Garnacho,out,permanent,2025-08-30
5e99e3966dbd2a68,d02cc06d7405b994,16ef0961873a289c,2025-08-12T17:16:23Z,Alejandro Garnacho,Manchester United,unclear,unclear,0,,0.0,not_transfer_related,0,0,,,,,,
bb5ecf1e26f16ecd,46e8f6a96ba2cbf1,84934a4720c05ee9,2025-08-06T13:10:23Z,Alejandro Garnacho,Manchester United,out,unclear,1,ddd28bddba1ace36,0.96,exact_player|exact_club|season_match|date_near|direction_match|type_match,0,32,2025-26,Manchester United,Alejandro Garnacho,out,permanent,2025-08-30
