date,published_date,club,player,source,title,url,credibility_score,rumor_strength,rumor_count,source_diversity,max_credibility,avg_credibility,max_rumor_strength,avg_rumor_strength,season,direction,transfer_type,is_loan,age,position,market_value_eur,transfer_fee_eur,wage_eur_annual,fee_to_market,market_minus_fee_eur,transfer_quality,transfer_indicator,rumor_indicator,pre_stock_return_7d,pre_stock_return_30d,pre_stock_volatility_30d,pre_market_return_30d,stock_context_indicator,car_m1_p1,car_0_p1,car_0_p3,car_0_p7,target_car,target_label,label,market_feature_backend,market_feature_status,market_feature_notes,event_date_used,event_trading_date,event_trading_offset_days,estimation_points,market_model_alpha,market_model_beta,pre_window_ok_30d,post_window_ok_10d,pre_raw_return_m1,pre_raw_return_m3,pre_raw_return_m5,pre_raw_return_m10,pre_raw_return_m20,pre_raw_return_m30,pre_market_return_m1,pre_market_return_m3,pre_market_return_m5,pre_market_return_m10,pre_market_return_m20,pre_market_return_m30,pre_abnormal_return_m1,pre_abnormal_return_m3,pre_abnormal_return_m5,pre_abnormal_return_m10,raw_return_0_p1,raw_return_0_p3,raw_return_0_p5,raw_return_0_p10,market_return_0_p1,market_return_0_p3,market_return_0_p5,market_return_0_p10,abnormal_return_0_p1,abnormal_return_0_p3,abnormal_return_0_p5,abnormal_return_0_p10,pre_volatility_20d,post_volatility_20d,volatility_shift_20d,pre_close_zscore_20d,event_close_zscore_20d,pre_volume_zscore_20d,event_volume_zscore_20d,relative_volume_20d,target_abnormal_return_p3,target_label_p3
2023-07-18,2023-07-18,Manchester United,André Onana,The Guardian / Jamie Jackson,André Onana: bold risk-taker is a brave signing for Manchester United,https://www.theguardian.com/football/2023/jul/18/andre-onana-manchester-united-risk-taker-bold-signing-passing,0.84,0.686,1,1,0.84,0.84,0.686,0.686,2023-24,in,permanent,0,27.0,Goalkeeper,35000000.0,50200000.0,,1.4343,-15200000.0,0.6023,0.4511,0.6681,-0.025144,0.256642,0.03984,0.056142,0.6338,-0.040572,-0.070683,-0.091671,-0.077073,-0.091671,negative,negative,python_fallback,ok,,2023-07-18,2023-07-18,0,120,0.000701,0.215902,1,1,0.03185,0.03185,0.020276,-0.029943,-0.046755,0.272874,0.003855,0.011321,0.025685,0.016271,0.021905,0.071492,0.030317,0.027309,0.011773,-0.039178,-0.066808,-0.085835,-0.05666,-0.14334,0.009492,0.002996,0.009877,0.011926,-0.070283,-0.090768,-0.0618,-0.157781,0.029134,0.044104,0.01497,0.0598,0.12201,-0.112986,-0.740633,0.624221,-0.090768,negative
2023-07-20,2023-07-20,Manchester United,André Onana,The Guardian / Jamie Jackson in New York,Manchester United confirm Onana signing and make Fernandes captain,https://www.theguardian.com/football/2023/jul/20/bruno-fernandes-confirmed-as-manchester-uniteds-new-captain,0.84,0.686,1,1,0.84,0.84,0.686,0.686,2023-24,in,permanent,0,27.0,Goalkeeper,35000000.0,50200000.0,,1.4343,-15200000.0,0.6023,0.4511,0.7481,-0.02989,0.198805,0.041144,0.065798,0.6025,-0.089424,-0.021362,0.006727,-0.005144,0.006727,neutral,neutral,python_fallback,ok,,2023-07-20,2023-07-20,0,120,0.000559,0.218799,1,1,-0.066413,-0.037086,-0.037086,-0.097711,-0.019111,0.222715,0.002358,0.013384,0.020921,0.026738,0.040333,0.068307,-0.067488,-0.039579,-0.042324,-0.110166,-0.02039,0.010874,-0.002719,-0.088355,-0.006435,0.000381,-0.006201,-0.01398,-0.020182,0.00905,-0.004096,-0.090505,0.029076,0.042035,0.012959,-1.802712,-1.850497,1.789186,-0.871358,0.554286,0.00905,neutral
2023-07-26,2023-07-26,Manchester United,Rasmus Højlund,The Guardian / Fabrizio Romano,Manchester United make offer worth up to £51.4m for Atalanta’s Rasmus Højlund,https://www.theguardian.com/football/2023/jul/26/manchester-united-make-offer-worth-up-to-514m-for-atalantas-rasmus-hjlund,0.95,0.7575,1,1,0.95,0.95,0.7575,0.7575,2023-24,in,permanent,0,20.0,Centre-Forward,45000000.0,77800000.0,,1.7289,-32800000.0,0.511,0.3888,0.7426,-0.05666,0.108296,0.039775,0.05267,0.5346,-0.012261,-0.013342,-0.009636,-0.081728,-0.009636,neutral,neutral,python_fallback,ok,,2023-07-26,2023-07-26,0,120,0.000916,0.233034,1,1,0.002246,0.016401,-0.056261,-0.019341,-0.00179,0.152376,0.002815,0.007186,0.00274,0.028879,0.055128,0.062482,0.000675,0.012396,-0.060261,-0.031957,-0.013447,-0.006723,-0.082922,0.028687,-0.006579,0.004707,-0.011838,-0.021839,-0.013766,-0.011056,-0.08491,0.037754,0.029291,0.042414,0.013122,-1.077084,-1.112688,-0.890347,-0.731953,0.572889,-0.011056,neutral
2023-07-27,2023-07-27,Manchester United,Rasmus Højlund,The Guardian / Jamie Jackson in Houston,Manchester United confident of signing Rasmus Højlund before season starts,https://www.theguardian.com/football/2023/jul/27/manchester-united-confident-signing-rasmus-hojlund-before-season-starts-atalanta,0.84,0.686,1,1,0.84,0.84,0.686,0.686,2023-24,in,permanent,0,20.0,Centre-Forward,45000000.0,77800000.0,,1.7289,-32800000.0,0.511,0.3888,0.6681,-0.057953,-0.027511,0.030784,0.04526,0.498,0.007305,0.009623,-0.092959,0.063254,-0.092959,negative,negative,python_fallback,ok,,2023-07-27,2023-07-27,0,120,9.8e-05,0.227919,1,1,-0.001793,0.030065,0.009062,-0.028359,-0.072083,0.106309,-0.000155,0.006704,0.000226,0.021151,0.043016,0.052506,-0.001856,0.028236,0.009034,-0.031176,0.011226,-0.090256,-0.096542,0.025595,0.00339,0.002185,-0.014203,-0.021442,0.010513,-0.091136,-0.094343,0.043543,0.023956,0.045275,0.021319,-1.112688,-1.263195,-0.731953,-1.087106,0.343475,-0.091136,negative
2023-07-28,2023-07-28,Manchester United,Rasmus Højlund,caughtoffside.com,Transfer news : Key day in the Harry Kane / Bayern Munich saga,https://www.caughtoffside.com/2023/07/28/transfer-news-man-united-and-psg-pushing-for-talented-striker-key-day-for-kane-bayern-munich-saga-good-chance-arsenal-star-will-now-stay-and-more/,0.5,0.465,1,1,0.5,0.5,0.465,0.465,2023-24,in,permanent,0,20.0,Centre-Forward,45000000.0,77800000.0,,1.7289,-32800000.0,0.511,0.3888,0.4378,-0.002719,-0.05211,0.030724,0.037694,0.5312,-0.007125,0.003641,-0.069601,0.074391,-0.069601,negative,negative,python_fallback,ok,,2023-07-28,2023-07-28,0,120,0.00031,0.270597,1,1,-0.011675,-0.011231,0.002733,-0.040959,-0.123806,-0.038865,-0.006425,-0.003783,0.00056,0.006069,0.036682,0.038544,-0.010246,-0.011131,0.001638,-0.043141,0.006815,-0.070423,-0.069514,0.040436,0.011361,-0.005294,-0.013087,-0.016168,0.003496,-0.068525,-0.065746,0.054985,0.021053,0.04531,0.024258,-1.263195,-0.645396,-1.087106,-0.567143,0.728477,-0.068525,negative
2023-07-29,2023-07-29,Manchester United,Rasmus Højlund,The Guardian / Jamie Jackson | thepeoplesperson.com,Rasmus Hojlund dropped from Atalanta friendly squad as he prepares for Manchester United move - Man United News And Transfer News || Manchester United agree deal to sign Atalanta striker Rasmus Højlund,https://thepeoplesperson.com/2023/07/29/rasmus-hojlund-dropped-from-atalantas-friendly-squad-as-he-prepares-for-manchester-united-move-267314/ | https://www.theguardian.com/football/2023/jul/29/manchester-united-agree-deal-to-sign-atalanta-striker-rasmus-hjlund,0.5,0.465,2,2,0.84,0.67,0.686,0.5755,2023-24,in,permanent,0,20.0,Centre-Forward,45000000.0,77800000.0,,1.7289,-32800000.0,0.511,0.3888,0.7181,0.025968,-0.092301,0.028179,0.035336,0.5454,-0.081609,-0.102359,-0.106687,0.03459,-0.106687,negative,negative,python_fallback,ok,,2023-07-29,2023-07-31,2,120,0.000134,0.27068,1,1,0.023171,0.009413,0.041628,-0.017452,-0.083435,-0.030146,0.009878,0.003234,0.010116,0.017048,0.042259,0.047944,0.020364,0.008409,0.038136,-0.019857,-0.100355,-0.106572,0.040853,0.073712,-0.0012,-0.017533,-0.013921,-0.020189,-0.10167,-0.104248,0.056901,0.09076,0.021672,0.045147,0.023474,-0.645396,-0.960237,-0.567143,-0.620927,0.702869,-0.104248,negative
2023-08-01,2023-08-01,Manchester United,Rasmus Højlund,caughtoffside.com,Photo : Rasmus Hojlund arrives at Man United Carrington complex for medical tests,https://www.caughtoffside.com/2023/08/01/photo-rasmus-hojlund-arrives-at-man-uniteds-carrington-complex-for-medical-tests/,0.5,0.675,1,1,0.5,0.5,0.675,0.675,2023-24,in,permanent,0,20.0,Centre-Forward,45000000.0,77800000.0,,1.7289,-32800000.0,0.511,0.3888,0.6112,0.024977,-0.063002,0.027066,0.040677,0.565,-0.090789,-0.073619,-0.072151,0.043803,-0.072151,negative,negative,python_fallback,ok,,2023-08-01,2023-08-01,0,120,0.000423,0.270161,1,1,-0.015986,-0.004939,-0.004492,-0.063002,-0.091058,-0.106812,0.001469,0.004863,0.007535,0.01463,0.031139,0.036856,-0.016806,-0.007089,-0.0082,-0.069933,-0.076715,-0.075812,0.05731,0.066336,-0.016468,-0.024173,-0.019521,-0.032927,-0.072256,-0.069707,0.072253,0.084323,0.021816,0.044941,0.023126,-0.960237,-3.022862,-0.620927,3.904944,2.920781,-0.069707,negative
2023-08-05,2023-08-05,Manchester United,Rasmus Højlund,The Guardian / John Brewin and PA Media,Manchester United unveil new signing Rasmus Højlund before Lens friendly,https://www.theguardian.com/football/2023/aug/05/manchester-united-unveil-rasmus-hojlund-lens-friendly,0.84,0.686,1,1,0.84,0.84,0.686,0.686,2023-24,in,permanent,0,20.0,Centre-Forward,45000000.0,77800000.0,,1.7289,-32800000.0,0.511,0.3888,0.6681,-0.069514,-0.093805,0.029949,0.029827,0.4518,0.16173,0.142536,0.118826,0.136812,0.118826,positive,positive,python_fallback,ok,,2023-08-05,2023-08-07,2,120,0.000805,0.304172,1,1,0.017893,0.010859,-0.090586,-0.052729,-0.155812,-0.112652,-0.0053,-0.021566,-0.02274,-0.012854,0.017977,0.02194,0.018699,0.015327,-0.087646,-0.053207,0.144043,0.115234,0.180664,0.065918,0.004768,-0.002054,0.002611,-0.017476,0.141032,0.116207,0.171694,0.07283,0.028847,0.040804,0.011957,-1.720869,1.265996,-0.828454,2.881062,2.79519,0.116207,positive
2024-06-12,2024-06-12,Juventus,Douglas Luiz,The Guardian / Thiago Rabelo,"Douglas Luiz: ‘Unai Emery is very intense in his work, very passionate’",https://www.theguardian.com/football/article/2024/jun/12/douglas-luiz-unai-emery-aston-villa-brazil-football,0.84,0.686,1,1,0.84,0.84,0.686,0.686,2024-25,in,permanent,0,26.0,Central Midfield,70000000.0,51500000.0,,0.7357,18500000.0,0.7845,0.6832,0.6681,0.053235,0.144312,0.018442,0.003763,0.7004,0.071525,0.01575,0.035085,0.119792,0.035085,positive,positive,python_fallback,ok,,2024-06-12,2024-06-12,0,120,-0.002562,0.874996,1,1,0.036923,0.04832,0.040338,0.042268,0.053125,0.137105,-0.019339,-0.027559,-0.011728,-0.022677,-0.036329,-0.012305,0.056406,0.07987,0.063179,0.088474,0.003956,0.000495,0.037834,0.097923,-0.007794,-0.028517,-0.019307,-0.009801,0.01566,0.035477,0.069297,0.130306,0.018395,0.019774,0.001379,3.055884,2.81949,9.849299,0.958066,1.604139,0.035477,positive
2024-06-14,2024-06-14,Juventus,Douglas Luiz,teamtalk.com,"Mason Greenwood : Man Utd require West Ham favour to seal £40m transfer , as Fabrizio Romano tips shock new deal",https://www.teamtalk.com/manchester-united/man-utd-require-west-ham-favour-seal-40m-mason-greenwood-transfer-fabrizio-romano-tips-shock-new-deal,0.95,0.7575,1,1,0.95,0.95,0.7575,0.7575,2024-25,in,permanent,0,26.0,Central Midfield,70000000.0,51500000.0,,0.7357,18500000.0,0.7845,0.6832,0.7426,0.046392,0.08591,0.01731,-0.000565,0.6687,0.04007,0.02126,0.05488,0.099784,0.05488,positive,positive,python_fallback,ok,,2024-06-14,2024-06-14,0,120,-0.002727,0.85735,1,1,-0.00417,0.041026,0.052468,0.051922,0.041026,0.121795,-0.021799,-0.026982,-0.035138,-0.024327,-0.050833,-0.003735,0.017247,0.07209,0.095737,0.099282,-0.003448,0.033744,0.082759,0.090394,-0.020887,-0.011604,-0.008956,-0.013567,0.019783,0.054102,0.104005,0.128623,0.018076,0.019701,0.001625,2.160901,1.544069,0.171754,0.012747,1.008086,0.054102,positive
2024-06-22,2024-06-22,Juventus,Douglas Luiz,The Guardian / Ed Aarons and Jacob Steinberg | joe.co.uk,"Douglas Luiz to join Juventus with two players heading to Aston Villa || Transfer roundup: Bayern close on Olise, Chelsea seal €60m Estêvão Willian signing",https://www.joe.co.uk/news/douglas-luiz-to-join-juventus-with-two-players-heading-to-aston-villa-443549 | https://www.theguardian.com/football/article/2024/jun/22/bayern-munich-michael-olise-crystal-palace,0.5,0.465,2,2,0.84,0.67,0.686,0.5755,2024-25,in,permanent,0,26.0,Central Midfield,70000000.0,51500000.0,,0.7357,18500000.0,0.7845,0.6832,0.7181,0.082759,0.125563,0.017383,-0.043285,0.6977,0.028573,-0.003978,0.014557,0.066339,0.014557,neutral,neutral,python_fallback,ok,,2024-06-22,2024-06-24,2,120,-0.002244,0.610345,1,1,0.020664,0.059788,0.092445,0.13945,0.179944,0.150304,-0.010869,-0.00021,0.019715,-0.038979,-0.03427,-0.038895,0.029542,0.065451,0.088509,0.178271,0.00091,0.00091,0.030027,0.100318,0.011949,-0.003663,0.012249,0.022156,-0.001906,0.012111,0.035793,0.11015,0.017223,0.02033,0.003107,2.902302,2.518146,0.104683,0.34899,1.216373,0.012111,neutral
2024-06-23,2024-06-23,Manchester United,Leny Yoro,thehardtackle.com,"Leny Yoro reaches agreement to join Real Madrid , who step up interest",https://thehardtackle.com/transfer-news/2024/06/23/leny-yoro-reaches-agreement-to-join-real-madrid-who-step-up-interest/,0.5,0.675,1,1,0.5,0.5,0.675,0.675,2024-25,in,permanent,0,18.0,Centre-Back,50000000.0,62000000.0,,1.24,-12000000.0,0.571,0.3855,0.6112,-0.058824,0.026032,0.019544,0.048051,0.5644,0.004062,-0.000182,-0.015251,0.006987,-0.015251,neutral,neutral,python_fallback,ok,,2024-06-23,2024-06-24,1,120,-0.000947,-0.037645,1,1,0.003104,-0.011621,-0.023565,-0.005538,-0.030012,0.043928,-0.001562,-0.001573,0.005683,0.02086,0.029699,0.053386,0.003992,-0.008828,-0.018728,0.006084,-0.002475,-0.019802,0.009901,-0.013614,0.000856,0.00334,0.001916,0.020561,-0.000503,-0.015822,0.016112,-0.001618,0.020582,0.018924,-0.001657,-1.422055,-1.050157,-1.090756,-1.463115,0.416667,-0.015822,neutral
2024-06-25,2024-06-25,Juventus,Douglas Luiz,The Guardian / Tom Garry,Juventus Women lead race to sign Hanna Bennison from Everton,https://www.theguardian.com/football/article/2024/jun/25/juventus-women-lead-race-to-sign-hanna-bennison-from-everton,0.86,0.699,1,1,0.86,0.86,0.699,0.699,2024-25,in,permanent,0,26.0,Central Midfield,70000000.0,51500000.0,,0.7357,18500000.0,0.7845,0.6832,0.6817,0.09841,0.151042,0.016923,-0.037438,0.7281,0.011833,0.017023,0.029038,0.103437,0.029038,positive,positive,python_fallback,ok,,2024-06-25,2024-06-25,0,120,-0.002052,0.618189,1,1,0.00546,0.053133,0.092437,0.133333,0.18486,0.131708,0.015792,0.018513,0.028169,-0.020468,-0.026667,-0.028177,-0.002251,0.046977,0.082221,0.159355,0.004525,0.001584,0.025566,0.082353,-0.00866,-0.020127,-0.010463,0.000857,0.014034,0.022422,0.044274,0.104525,0.01716,0.020333,0.003172,2.518146,2.034459,0.34899,-1.018462,0.394029,0.022422,positive
2024-06-30,2024-06-30,Juventus,Douglas Luiz,The Guardian / Ben Fisher | menafn.com,Juventus Sign Brazilian Midfielder Douglas Luiz On Five - Year Contract || ‘Obrigado’: Aston Villa sell Douglas Luiz to Juventus for £42.4m,https://menafn.com/1108390389/Juventus-Sign-Brazilian-Midfielder-Douglas-Luiz-On-Five-Year-Contract | https://www.theguardian.com/football/article/2024/jun/30/obrigado-aston-villa-sell-douglas-luiz-to-juventus-for-424m,0.5,0.465,2,2,0.84,0.67,0.686,0.5755,2024-25,in,permanent,0,26.0,Central Midfield,70000000.0,51500000.0,,0.7357,18500000.0,0.7845,0.6832,0.7181,0.027862,0.139922,0.016791,-0.047983,0.6561,0.031302,0.022315,0.079529,0.087303,0.079529,positive,positive,python_fallback,ok,,2024-06-30,2024-07-01,1,120,-0.00139,0.615953,1,1,0.006136,0.006136,0.007052,0.100149,0.147605,0.131184,-0.000994,-0.016406,-0.004653,0.01497,-0.038792,-0.06342,0.008139,0.020535,0.016853,0.10098,0.023944,0.090581,0.092613,0.103456,0.009863,0.028714,0.026935,0.036858,0.02055,0.075952,0.083775,0.094738,0.012353,0.020428,0.008075,1.506064,1.813402,-0.0671,1.2171,1.79357,0.075952,positive
2024-07-02,2024-07-02,Juventus,Douglas Luiz,The Guardian / Tom Garry,"Transfer latest: Arsenal sign Caldentey, Manchester United land Janssen",https://www.theguardian.com/football/article/2024/jul/02/arsenal-women-world-cup-football-mariona-caldentey-barcelona,0.84,0.896,1,1,0.84,0.84,0.896,0.896,2024-25,in,permanent,0,26.0,Central Midfield,70000000.0,51500000.0,,0.7357,18500000.0,0.7845,0.6832,0.7416,0.030027,0.195733,0.016136,-0.025633,0.6979,0.045199,0.03083,0.11641,0.071303,0.11641,positive,positive,python_fallback,ok,,2024-07-02,2024-07-02,0,120,-0.001478,0.623262,1,1,0.022815,0.01982,0.024434,0.11913,0.179289,0.165928,0.016981,0.005217,-0.003488,0.024584,-0.027488,-0.031816,0.013709,0.021009,0.033941,0.113152,0.029152,0.117491,0.056537,0.085468,0.003796,0.008037,0.00436,0.019337,0.029664,0.114075,0.064272,0.08948,0.012509,0.021015,0.008507,1.813402,1.637343,1.2171,-0.560591,0.641144,0.114075,positive
2024-07-02,2024-07-02,Manchester United,Joshua Zirkzee,The Guardian / Tom Garry,"Transfer latest: Arsenal sign Caldentey, Manchester United land Janssen",https://www.theguardian.com/football/article/2024/jul/02/arsenal-women-world-cup-football-mariona-caldentey-barcelona,0.84,0.896,1,1,0.84,0.84,0.896,0.896,2024-25,in,permanent,0,23.0,Centre-Forward,50000000.0,42500000.0,,0.85,7500000.0,0.7837,0.6652,0.7416,0.009901,-0.030879,0.018321,0.032399,0.5943,0.003041,-0.009395,-0.024588,0.044352,-0.024588,negative,negative,python_fallback,ok,,2024-07-02,2024-07-02,0,120,-0.001459,-0.083028,1,1,0.011152,0.009276,0.004308,-0.000612,-0.033175,-0.026253,0.002676,-0.000513,0.004996,0.008007,0.037438,0.033601,0.012833,0.014019,0.012495,0.015225,-0.012255,-0.030024,0.03125,0.026348,0.011311,0.017855,0.029008,0.020672,-0.008435,-0.022802,0.043808,0.04667,0.019118,0.018681,-0.000437,-0.457203,-0.56066,-0.241792,-0.911497,0.546622,-0.022802,negative
2024-07-08,2024-07-08,Manchester United,Joshua Zirkzee,The Guardian / Jamie Jackson,Manchester United set to sign Joshua Zirkzee and up Jarrad Branthwaite bid,https://www.theguardian.com/football/article/2024/jul/08/manchester-united-joshua-zirkzee-set-sign-fee-dilemma,0.84,0.686,1,1,0.84,0.84,0.686,0.686,2024-25,in,permanent,0,23.0,Centre-Forward,50000000.0,42500000.0,,0.85,7500000.0,0.7837,0.6652,0.6681,0.003711,-0.02581,0.018217,0.049026,0.6,-0.005488,-0.014333,0.046626,0.0476,0.046626,positive,positive,python_fallback,ok,,2024-07-08,2024-07-08,0,120,-0.001505,-0.106145,1,1,0.006824,-0.005515,0.024621,0.007449,-0.056395,-0.04078,0.005449,0.016822,0.015379,0.017178,0.039813,0.046187,0.008907,0.000824,0.033776,0.024855,-0.017868,0.038817,0.022797,0.048675,0.001759,0.003116,0.011501,-0.000499,-0.014501,0.046279,0.034744,0.067093,0.018419,0.019729,0.00131,-0.435692,-1.638029,-0.903983,-0.289497,0.871466,0.046279,positive
2024-07-11,2024-07-11,Manchester United,Joshua Zirkzee,The Guardian / Jamie Jackson,Manchester United agree £35.3m deal for Bologna’s Joshua Zirkzee,https://www.theguardian.com/football/article/2024/jul/11/manchester-united-agree-353m-deal-for-bolognas-joshua-zirkzee,0.84,0.686,1,1,0.84,0.84,0.686,0.686,2024-25,in,permanent,0,23.0,Centre-Forward,50000000.0,42500000.0,,0.85,7500000.0,0.7837,0.6652,0.6681,0.03125,0.035692,0.020351,0.061792,0.6519,0.061909,0.003657,0.026872,0.022376,0.026872,positive,positive,python_fallback,ok,,2024-07-11,2024-07-11,0,120,-0.001552,-0.143728,1,1,0.055834,0.036969,0.035692,0.044045,0.012027,0.001786,0.010208,0.011985,0.022672,0.030097,0.050948,0.062056,0.058853,0.044513,0.047955,0.065255,0.001188,0.020202,-0.008913,0.015449,-0.003294,0.005909,-0.015854,-0.041657,0.003827,0.027756,-0.000906,0.027866,0.018943,0.015488,-0.003455,1.637626,1.634049,2.524485,1.951903,1.847158,0.027756,positive
2024-07-13,2024-07-13,Manchester United,Leny Yoro,The Guardian / Jamie Jackson,Erik ten Hag’s Manchester United rollercoaster shows little sign of slowing,https://www.theguardian.com/football/article/2024/jul/13/erik-ten-hags-manchester-united-rollercoaster-shows-little-sign-of-slowing,0.84,0.686,1,1,0.84,0.84,0.686,0.686,2024-25,in,permanent,0,18.0,Centre-Back,50000000.0,62000000.0,,1.24,-12000000.0,0.571,0.3855,0.6681,0.045285,0.010192,0.019823,0.072557,0.6595,0.024985,0.023488,-0.004451,0.030506,-0.004451,neutral,neutral,python_fallback,ok,,2024-07-13,2024-07-15,2,120,-0.001677,-0.141899,1,1,-0.000593,0.057089,0.038201,0.063763,-0.018637,0.010798,0.005517,0.00688,0.008651,0.024163,0.035846,0.066148,0.001867,0.063043,0.04895,0.084136,0.018991,-0.010089,0.010089,0.012463,0.009234,-0.012601,-0.009072,-0.027035,0.024163,-0.004209,0.020035,0.028532,0.018075,0.015676,-0.002399,1.711252,1.130012,1.040679,-0.48313,0.778214,-0.004209,neutral
2024-07-14,2024-07-14,Manchester United,Joshua Zirkzee,The Guardian / Will Unwin,Manchester United sign striker Joshua Zirkzee for €42.5m from Bologna,https://www.theguardian.com/football/article/2024/jul/14/manchester-united-sign-striker-joshua-zirkzee,0.84,0.686,1,1,0.84,0.84,0.686,0.686,2024-25,in,permanent,0,23.0,Centre-Forward,50000000.0,42500000.0,,0.85,7500000.0,0.7837,0.6652,0.6681,0.045285,0.010192,0.019823,0.072557,0.6595,0.024985,0.023488,-0.004451,0.030506,-0.004451,neutral,neutral,python_fallback,ok,,2024-07-14,2024-07-15,1,120,-0.001677,-0.141899,1,1,-0.000593,0.057089,0.038201,0.063763,-0.018637,0.010798,0.005517,0.00688,0.008651,0.024163,0.035846,0.066148,0.001867,0.063043,0.04895,0.084136,0.018991,-0.010089,0.010089,0.012463,0.009234,-0.012601,-0.009072,-0.027035,0.024163,-0.004209,0.020035,0.028532,0.018075,0.015676,-0.002399,1.711252,1.130012,1.040679,-0.48313,0.778214,-0.004209,neutral
2024-07-16,2024-07-16,Manchester United,Leny Yoro,The Guardian / Jamie Jackson,Manchester United agree £52m fee with Lille for defender Leny Yoro,https://www.theguardian.com/football/article/2024/jul/16/manchester-united-agree-52m-fee-with-lille-for-defender-leny-yoro,0.84,0.686,1,1,0.84,0.84,0.686,0.686,2024-25,in,permanent,0,18.0,Centre-Back,50000000.0,62000000.0,,1.24,-12000000.0,0.571,0.3855,0.6681,0.022797,-0.016588,0.019893,0.067022,0.6241,-0.001574,0.01158,0.008769,0.035853,0.008769,neutral,neutral,python_fallback,ok,,2024-07-16,2024-07-16,0,120,-0.001924,-0.140035,1,1,-0.014837,-0.013666,0.048642,0.028501,0.003021,-0.004796,0.002826,-0.000477,0.010474,0.031268,0.036343,0.075588,-0.012517,-0.007934,0.060231,0.053752,0.009036,0.005422,0.014458,0.016867,-0.007627,-0.022414,-0.013404,-0.034589,0.012669,0.010843,0.02518,0.034493,0.016524,0.015317,-0.001207,1.130012,3.049168,-0.48313,-0.453326,0.787423,0.010843,neutral
2024-07-16,2024-07-16,Manchester United,Matthijs de Ligt,The Guardian / Jamie Jackson,Manchester United agree £52m fee with Lille for defender Leny Yoro,https://www.theguardian.com/football/article/2024/jul/16/manchester-united-agree-52m-fee-with-lille-for-defender-leny-yoro,0.84,0.686,1,1,0.84,0.84,0.686,0.686,2024-25,in,permanent,0,25.0,Centre-Back,65000000.0,45000000.0,,0.6923,20000000.0,0.8192,0.7302,0.6681,0.022797,-0.016588,0.019893,0.067022,0.6241,-0.001574,0.01158,0.008769,0.035853,0.008769,neutral,neutral,python_fallback,ok,,2024-07-16,2024-07-16,0,120,-0.001924,-0.140035,1,1,-0.014837,-0.013666,0.048642,0.028501,0.003021,-0.004796,0.002826,-0.000477,0.010474,0.031268,0.036343,0.075588,-0.012517,-0.007934,0.060231,0.053752,0.009036,0.005422,0.014458,0.016867,-0.007627,-0.022414,-0.013404,-0.034589,0.012669,0.010843,0.02518,0.034493,0.016524,0.015317,-0.001207,1.130012,3.049168,-0.48313,-0.453326,0.787423,0.010843,neutral
2024-07-17,2024-07-17,Manchester United,Joshua Zirkzee,The Guardian / Jamie Jackson,Manchester United line up Leny Yoro medical in transfer battle with Real Madrid,https://www.theguardian.com/football/article/2024/jul/17/manchester-united-leny-yoro-medical-transfer-battle-real-madrid-lille,0.84,0.896,1,1,0.84,0.84,0.896,0.896,2024-25,in,permanent,0,23.0,Centre-Forward,50000000.0,42500000.0,,0.85,7500000.0,0.7837,0.6652,0.8416,0.084649,-0.00579,0.020448,0.072643,0.6843,0.007202,-0.029427,-0.005891,-0.002722,-0.005891,neutral,neutral,python_fallback,ok,,2024-07-17,2024-07-17,0,120,-0.001852,-0.140599,1,1,0.034337,0.018387,0.077164,0.052083,0.051439,0.01718,0.006389,0.014802,0.016177,0.035088,0.043376,0.07384,0.037088,0.026536,0.088061,0.076759,-0.028538,-0.008736,0.001747,-0.000582,-0.021635,-0.018138,-0.042361,-0.025568,-0.027993,-0.003403,0.00763,0.017257,0.01778,0.013716,-0.004064,3.049168,1.231129,-0.453326,0.281269,1.132819,-0.003403,neutral
2024-07-17,2024-07-17,Manchester United,Leny Yoro,The Guardian / Jamie Jackson,Manchester United line up Leny Yoro medical in transfer battle with Real Madrid,https://www.theguardian.com/football/article/2024/jul/17/manchester-united-leny-yoro-medical-transfer-battle-real-madrid-lille,0.84,0.896,1,1,0.84,0.84,0.896,0.896,2024-25,in,permanent,0,18.0,Centre-Back,50000000.0,62000000.0,,1.24,-12000000.0,0.571,0.3855,0.8416,0.084649,-0.00579,0.020448,0.072643,0.6843,0.007202,-0.029427,-0.005891,-0.002722,-0.005891,neutral,neutral,python_fallback,ok,,2024-07-17,2024-07-17,0,120,-0.001852,-0.140599,1,1,0.034337,0.018387,0.077164,0.052083,0.051439,0.01718,0.006389,0.014802,0.016177,0.035088,0.043376,0.07384,0.037088,0.026536,0.088061,0.076759,-0.028538,-0.008736,0.001747,-0.000582,-0.021635,-0.018138,-0.042361,-0.025568,-0.027993,-0.003403,0.00763,0.017257,0.01778,0.013716,-0.004064,3.049168,1.231129,-0.453326,0.281269,1.132819,-0.003403,neutral
