claim_id,article_id,published_at,date,published_date,source,journalist,club,player,season,direction,transfer_type,is_loan,age,position,market_value_eur,transfer_fee_eur,wage_eur_annual,fee_to_market,market_minus_fee_eur,transfer_quality,transfer_indicator,rumor_strength,rumor_indicator,credibility_score,source_reputation_score,journalist_reputation_score,historical_conversion_score,club_specific_score,rumor_stage_score,article_type_score,time_to_confirmation_score,historical_support_n,match_score,ambiguity_flag,entity_match_indicator,rumor_stage,article_type,source_diversity,rumor_count,max_credibility,avg_credibility,max_rumor_strength,avg_rumor_strength,label
d2d87d7c16b59a2f,1123bf6ea3465183,2022-07-17T21:00:22Z,2022-07-17,2022-07-17,The Guardian / Fabrizio Romano,Fabrizio Romano,Juventus,Matthijs de Ligt,2022-23,out,permanent,0,22.0,Centre-Back,70000000.0,67000000.0,,0.9571,3000000.0,0.6604,0.5838,0.8273,0.8273,0.8597,0.95,0.8428,0.7969,0.9128,0.82,0.65,0.95,22,1.06,0,0.8833,agreed,report,1,1,0.8597,0.8597,0.8273,0.8273,
94eef7f1484c684c,a901e54c7473e053,2022-07-05T07:59:59Z,2022-07-05,2022-07-05,The Guardian / Rob Smyth,Rob Smyth,Juventus,Matthijs de Ligt,2022-23,out,permanent,0,22.0,Centre-Back,70000000.0,67000000.0,,0.9571,3000000.0,0.6604,0.5838,0.6874,0.6874,0.7702,0.84,0.8587,0.8667,0.8813,0.48,0.45,0.65,2,0.88,0,0.7333,linked,aggregate,1,1,0.7702,0.7702,0.6874,0.6874,
1eea70c6624c8808,a243ac36ed0d0695,2022-07-15T07:30:52Z,2022-07-15,2022-07-15,The Guardian / Will Unwin,Will Unwin,Juventus,Matthijs de Ligt,2022-23,out,permanent,0,22.0,Centre-Back,70000000.0,67000000.0,,0.9571,3000000.0,0.6604,0.5838,0.6515,0.6515,0.7137,0.84,0.742,0.7,0.783,0.48,0.45,0.85,22,0.78,0,0.65,linked,aggregate,1,1,0.7137,0.7137,0.6515,0.6515,
53b9560d2cfbd9fa,9573e28e8ad33ba9,2024-07-17T15:34:43Z,2024-07-17,2024-07-17,The Guardian / Jamie Jackson,Jamie Jackson,Manchester United,Leny Yoro,2024-25,in,permanent,0,18.0,Centre-Back,50000000.0,62000000.0,,1.24,-12000000.0,0.571,0.3855,0.7628,0.7628,0.7483,0.84,0.6842,0.6174,0.6295,0.9,0.65,0.95,36,1.06,0,0.8833,medical,report,1,1,0.7483,0.7483,0.7628,0.7628,
685a5b86ca7d7860,c3e7b12db2895036,2024-07-16T16:23:00Z,2024-07-16,2024-07-16,The Guardian / Jamie Jackson,Jamie Jackson,Manchester United,Leny Yoro,2024-25,in,permanent,0,18.0,Centre-Back,50000000.0,62000000.0,,1.24,-12000000.0,0.571,0.3855,0.742,0.742,0.7363,0.84,0.6842,0.6174,0.6295,0.82,0.65,0.95,36,0.98,0,0.8167,agreed,report,1,1,0.7363,0.7363,0.742,0.742,
dc105d741a19e1d1,5831f33fb0fb851e,2024-08-12T15:15:47Z,2024-08-12,2024-08-12,The Guardian / Ed Aarons,Ed Aarons,Juventus,Teun Koopmeiners,2024-25,in,permanent,0,26.0,Attacking Midfield,50000000.0,58400000.0,,1.168,-8400000.0,0.6872,0.5103,0.6687,0.6687,0.7272,0.84,0.7342,0.6889,0.8511,0.55,0.65,0.65,8,0.96,0,0.8,talks,report,1,1,0.7272,0.7272,0.6687,0.6687,
a78cffc9eaf16254,ead7bc12e09d11c4,2024-08-20T08:55:01Z,2024-08-20,2024-08-20,The Guardian / Daniel Harris,Daniel Harris,Juventus,Teun Koopmeiners,2024-25,in,permanent,0,26.0,Attacking Midfield,50000000.0,58400000.0,,1.168,-8400000.0,0.6872,0.5103,0.6887,0.6887,0.7734,0.84,0.8587,0.8667,0.9133,0.48,0.45,0.65,2,0.96,0,0.8,linked,aggregate,1,1,0.7734,0.7734,0.6887,0.6887,
f08083d204388653,d7689fd3bcdfb3f8,2022-07-27T12:26:33Z,2022-07-27,2022-07-27,The Guardian / Guardian sport,Guardian sport,Manchester United,Lisandro Martínez,2022-23,in,permanent,0,24.0,Centre-Back,32000000.0,57370000.0,,1.7928,-25370000.0,0.5966,0.4983,0.6974,0.6974,0.756,0.84,0.7945,0.775,0.9213,0.4,0.65,0.95,6,1.06,0,0.8833,unclear,report,1,1,0.756,0.756,0.6974,0.6974,
619d555494b4ef48,9b86e63b7355d8cf,2022-07-16T11:51:47Z,2022-07-16,2022-07-16,The Guardian / Jamie Jackson in Melbourne,Jamie Jackson in Melbourne,Manchester United,Lisandro Martínez,2022-23,in,permanent,0,24.0,Centre-Back,32000000.0,57370000.0,,1.7928,-25370000.0,0.5966,0.4983,0.6996,0.6996,0.7811,0.84,0.872,0.8857,0.9451,0.4,0.65,0.65,4,1.04,0,0.8667,unclear,report,1,1,0.7811,0.7811,0.6996,0.6996,
dffeef6212f119e3,1135b61a28a709f4,2022-07-17T14:00:39Z,2022-07-17,2022-07-17,The Guardian / Jamie Jackson in Melbourne,Jamie Jackson in Melbourne,Manchester United,Lisandro Martínez,2022-23,in,permanent,0,24.0,Centre-Back,32000000.0,57370000.0,,1.7928,-25370000.0,0.5966,0.4983,0.8088,0.8088,0.8441,0.84,0.872,0.8857,0.9451,0.82,0.65,0.65,4,0.96,0,0.8,agreed,report,1,1,0.8441,0.8441,0.8088,0.8088,
