claim_id,article_id,published_at,date,published_date,source,journalist,club,player,season,direction,transfer_type,is_loan,age,position,market_value_eur,transfer_fee_eur,wage_eur_annual,fee_to_market,market_minus_fee_eur,transfer_quality,transfer_indicator,rumor_strength,rumor_indicator,credibility_score,source_reputation_score,journalist_reputation_score,historical_conversion_score,club_specific_score,rumor_stage_score,article_type_score,time_to_confirmation_score,historical_support_n,match_score,ambiguity_flag,entity_match_indicator,rumor_stage,article_type,source_diversity,rumor_count,max_credibility,avg_credibility,max_rumor_strength,avg_rumor_strength,label
2d2c86e40404269e,f976a701012bb1c7,2025-07-05T20:30:33Z,2025-07-05,2025-07-05,The Guardian / Jacob Steinberg and Ben Fisher,Jacob Steinberg and Ben Fisher,Borussia Dortmund,Jamie Gittens,2025-26,out,permanent,0,20.0,Left Winger,50000000.0,56000000.0,,1.12,-6000000.0,0.697,0.6265,0.7263,0.7263,0.7824,0.84,0.8587,0.8667,0.8733,0.4,0.65,0.95,2,0.86,0,0.7167,unclear,report,1,1,0.7824,0.7824,0.7263,0.7263,
a4c009d9bebd953b,4e6cdc5ccdca36a7,2025-07-09T15:09:05Z,2025-07-09,2025-07-09,The Guardian / Jacob Steinberg,Jacob Steinberg,Borussia Dortmund,Jamie Gittens,2025-26,out,permanent,0,20.0,Left Winger,50000000.0,56000000.0,,1.12,-6000000.0,0.697,0.6265,0.6508,0.6508,0.6521,0.84,0.588,0.48,0.4048,0.82,0.45,0.85,20,0.82,0,0.6833,agreed,aggregate,1,1,0.6521,0.6521,0.6508,0.6508,
07887cb1ff8095e0,30b706ed9692f630,2024-07-02T13:01:17Z,2024-07-02,2024-07-02,The Guardian / Tom Garry,Tom Garry,Juventus,Douglas Luiz,2024-25,in,permanent,0,26.0,Central Midfield,70000000.0,51500000.0,,0.7357,18500000.0,0.7845,0.6832,0.6503,0.6503,0.7042,0.84,0.772,0.7429,0.6126,0.4,0.45,0.95,4,0.98,0,0.8167,unclear,aggregate,1,1,0.7042,0.7042,0.6503,0.6503,
0140e645598c2550,162c6adab48e40c0,2022-07-12T14:08:39Z,2022-07-12,2022-07-12,The Guardian / Jacob Steinberg and Ed Aarons in Los Angeles,Jacob Steinberg and Ed Aarons in Los Angeles,Juventus,Bremer,2022-23,in,permanent,0,25.0,Centre-Back,35000000.0,51300000.0,,1.4657,-16300000.0,0.6452,0.5059,0.8017,0.8017,0.836,0.84,0.8587,0.8667,0.9293,0.82,0.65,0.65,2,1.0,0,0.8333,agreed,report,1,1,0.836,0.836,0.8017,0.8017,
0b5aeacafb064ba4,002008400a0a9e56,2022-07-06T09:14:46Z,2022-07-06,2022-07-06,The Guardian / Fabrizio Romano,Fabrizio Romano,Juventus,Bremer,2022-23,in,permanent,0,25.0,Centre-Back,35000000.0,51300000.0,,1.4657,-16300000.0,0.6452,0.5059,0.7913,0.7913,0.8447,0.95,0.8428,0.7969,0.9128,0.82,0.65,0.65,22,0.96,0,0.8,agreed,report,1,1,0.8447,0.8447,0.7913,0.7913,
d1686d8ff6f29737,07f96e236db0ca0f,2023-07-18T19:00:27Z,2023-07-18,2023-07-18,The Guardian / Jamie Jackson,Jamie Jackson,Manchester United,André Onana,2023-24,in,permanent,0,27.0,Goalkeeper,35000000.0,50200000.0,,1.4343,-15200000.0,0.6023,0.4511,0.6328,0.6328,0.6733,0.84,0.6842,0.6174,0.6295,0.4,0.65,0.95,36,0.98,0,0.8167,unclear,report,1,1,0.6733,0.6733,0.6328,0.6328,
8a2031af34ac75c5,176a3867b2a5ea2b,2023-07-20T18:01:24Z,2023-07-20,2023-07-20,The Guardian / Jamie Jackson in New York,Jamie Jackson in New York,Manchester United,André Onana,2023-24,in,permanent,0,27.0,Goalkeeper,35000000.0,50200000.0,,1.4343,-15200000.0,0.6023,0.4511,0.7282,0.7282,0.7872,0.84,0.8587,0.8667,0.9213,0.4,0.65,0.95,2,0.98,0,0.8167,unclear,report,1,1,0.7872,0.7872,0.7282,0.7282,
bec88da49864885e,1d5c3a290f11f637,2024-08-25T15:24:54Z,2024-08-25,2024-08-25,The Guardian / Jamie Jackson,Jamie Jackson,Manchester United,Manuel Ugarte,2024-25,in,permanent,0,23.0,Defensive Midfield,45000000.0,50000000.0,,1.1111,-5000000.0,0.725,0.5575,0.73,0.73,0.7313,0.84,0.6842,0.6174,0.6295,0.82,0.65,0.85,36,0.82,0,0.6833,agreed,report,1,1,0.7313,0.7313,0.73,0.73,
d785dccd22fd7b05,5c62588871bd98f9,2024-08-19T15:36:53Z,2024-08-19,2024-08-19,The Guardian / Jamie Jackson,Jamie Jackson,Manchester United,Manuel Ugarte,2024-25,in,permanent,0,23.0,Defensive Midfield,45000000.0,50000000.0,,1.1111,-5000000.0,0.725,0.5575,0.5968,0.5968,0.6583,0.84,0.6842,0.6174,0.6295,0.4,0.65,0.65,36,1.04,0,0.8667,unclear,report,1,1,0.6583,0.6583,0.5968,0.5968,
5da73c643e684e11,ed7f017dc179166f,2025-08-27T17:58:27Z,2025-08-27,2025-08-27,The Guardian / Jacob Steinberg,Jacob Steinberg,Manchester United,Alejandro Garnacho,2025-26,out,permanent,0,21.0,Left Winger,45000000.0,46200000.0,,1.0267,-1200000.0,0.676,0.602,0.6604,0.6604,0.6509,0.84,0.588,0.48,0.3935,0.72,0.65,0.95,20,0.86,0,0.7167,advanced,report,1,1,0.6509,0.6509,0.6604,0.6604,
766693d7c9d31fb3,b1d8510f640a921c,2025-08-28T19:34:33Z,2025-08-28,2025-08-28,"The Guardian / Jamie Jackson, Jacob Steinberg and David Hytner","Jamie Jackson, Jacob Steinberg and David Hytner",Manchester United,Alejandro Garnacho,2025-26,out,permanent,0,21.0,Left Winger,45000000.0,46200000.0,,1.0267,-1200000.0,0.676,0.602,0.7295,0.7295,0.7904,0.84,0.8587,0.8667,0.9533,0.4,0.65,0.95,2,1.06,0,0.8833,unclear,report,1,1,0.7904,0.7904,0.7295,0.7295,
46e8f6a96ba2cbf1,84934a4720c05ee9,2025-08-06T13:10:23Z,2025-08-06,2025-08-06,The Guardian / Ed Aarons,Ed Aarons,Manchester United,Alejandro Garnacho,2025-26,out,permanent,0,21.0,Left Winger,45000000.0,46200000.0,,1.0267,-1200000.0,0.676,0.602,0.6193,0.6193,0.6789,0.84,0.7342,0.6889,0.5924,0.4,0.65,0.65,8,0.96,0,0.8,unclear,report,1,1,0.6789,0.6789,0.6193,0.6193,
b4687d21eccbb9d8,d1880ec202b4398b,2022-06-15T08:29:08Z,2022-06-15,2022-06-15,The Guardian / Fabrizio Romano,Fabrizio Romano,Juventus,Federico Chiesa,2021-22,out,permanent,0,24.0,Right Winger,65000000.0,0.0,,0.0,65000000.0,0.445,0.4825,0.7913,0.7913,0.8447,0.95,0.8428,0.7969,0.9128,0.82,0.65,0.65,22,0.76,0,0.6333,agreed,report,1,1,0.8447,0.8447,0.7913,0.7913,
ce8797214f2ba485,cf4d1389c62da96c,2022-06-30T08:35:55Z,2022-06-30,2022-06-30,The Guardian / Fabrizio Romano and Andy Hunter,Fabrizio Romano and Andy Hunter,Juventus,Federico Chiesa,2021-22,out,permanent,0,24.0,Right Winger,65000000.0,0.0,,0.0,65000000.0,0.445,0.4825,0.9444,0.9444,0.9443,0.95,0.9558,0.9583,0.8899,0.95,0.9,0.95,2,0.78,0,0.65,official,official,1,1,0.9443,0.9443,0.9444,0.9444,
6ef067197b7eede1,89c8fcfe3ef55293,2024-07-14T15:00:54Z,2024-07-14,2024-07-14,The Guardian / Will Unwin,Will Unwin,Manchester United,Joshua Zirkzee,2024-25,in,permanent,0,23.0,Centre-Forward,50000000.0,42500000.0,,0.85,7500000.0,0.7837,0.6652,0.6633,0.6633,0.7083,0.84,0.742,0.7,0.6988,0.4,0.65,0.95,22,1.06,0,0.8833,unclear,report,1,1,0.7083,0.7083,0.6633,0.6633,
44cb9f305389a9df,4d1fc970e45cf2fb,2024-07-11T18:30:29Z,2024-07-11,2024-07-11,The Guardian / Jamie Jackson,Jamie Jackson,Manchester United,Joshua Zirkzee,2024-25,in,permanent,0,23.0,Centre-Forward,50000000.0,42500000.0,,0.85,7500000.0,0.7837,0.6652,0.6328,0.6328,0.6733,0.84,0.6842,0.6174,0.6295,0.4,0.65,0.95,36,0.98,0,0.8167,unclear,report,1,1,0.6733,0.6733,0.6328,0.6328,
f4ad1d3fc111e362,034d5fd9a51a5e34,2024-07-08T21:37:41Z,2024-07-08,2024-07-08,The Guardian / Jamie Jackson,Jamie Jackson,Manchester United,Joshua Zirkzee,2024-25,in,permanent,0,23.0,Centre-Forward,50000000.0,42500000.0,,0.85,7500000.0,0.7837,0.6652,0.73,0.73,0.7313,0.84,0.6842,0.6174,0.6295,0.82,0.65,0.85,36,0.98,0,0.8167,agreed,report,1,1,0.7313,0.7313,0.73,0.73,
8be91ec32be8de34,31ba2d85ad2a7f75,20210617T014500Z,2021-06-17,2021-06-17,hitc.com,,Borussia Dortmund,Thomas Delaney,2021-22,out,permanent,0,29.0,Central Midfield,15000000.0,6000000.0,,0.4,9000000.0,0.585,0.5054,0.495,0.495,0.4709,0.5,0.5,0.5833,0.1422,0.4,0.65,0.45,1,0.63,0,0.525,unclear,report,1,1,0.4709,0.4709,0.495,0.495,
d2663d045eef939b,6ebb2d42a655425f,2025-08-06T11:16:51Z,2025-08-06,2025-08-06,The Guardian / Will Unwin,Will Unwin,Manchester United,Benjamin Sesko,2025-26,in,permanent,0,22.0,Centre-Forward,70000000.0,76500000.0,,1.0929,-6500000.0,0.7041,0.5358,0.6783,0.6783,0.722,0.84,0.7752,0.7474,0.6747,0.4,0.65,0.95,28,1.06,0,0.8833,unclear,report,1,1,0.722,0.722,0.6783,0.6783,
6a08f457d43e2ad5,bf9ddc18ba8d0cb0,2025-08-09T09:33:11Z,2025-08-09,2025-08-09,The Guardian / Andy Martin,Andy Martin,Manchester United,Benjamin Sesko,2025-26,in,permanent,0,22.0,Centre-Forward,70000000.0,76500000.0,,1.0929,-6500000.0,0.7041,0.5358,0.7295,0.7295,0.7904,0.84,0.8587,0.8667,0.9533,0.4,0.65,0.95,2,1.06,0,0.8833,unclear,report,1,1,0.7904,0.7904,0.7295,0.7295,
183bc5d27d2f4360,297f744501e9d7ba,2025-08-07T14:38:46Z,2025-08-07,2025-08-07,The Guardian / Will Unwin,Will Unwin,Manchester United,Benjamin Sesko,2025-26,in,permanent,0,22.0,Centre-Forward,70000000.0,76500000.0,,1.0929,-6500000.0,0.7041,0.5358,0.8083,0.8083,0.797,0.84,0.7752,0.7474,0.6747,0.9,0.65,0.95,28,1.06,0,0.8833,medical,report,1,1,0.797,0.797,0.8083,0.8083,
ea70a7fc70bde1a4,9ba1d7e82ada0653,2025-07-21T19:07:30Z,2025-07-21,2025-07-21,The Guardian / Will Unwin,Will Unwin,Manchester United,Bryan Mbeumo,2025-26,in,permanent,0,25.0,Right Winger,55000000.0,75000000.0,,1.3636,-20000000.0,0.6682,0.5174,0.6783,0.6783,0.722,0.84,0.7752,0.7474,0.6747,0.4,0.65,0.95,28,1.06,0,0.8833,unclear,report,1,1,0.722,0.722,0.6783,0.6783,
a18dbe230e1c1ca9,d1b29c446e884abd,2025-07-17T17:22:50Z,2025-07-17,2025-07-17,The Guardian / Will Unwin,Will Unwin,Manchester United,Bryan Mbeumo,2025-26,in,permanent,0,25.0,Right Winger,55000000.0,75000000.0,,1.3636,-20000000.0,0.6682,0.5174,0.7183,0.7183,0.747,0.84,0.7752,0.7474,0.6747,0.6,0.65,0.85,28,1.06,0,0.8833,bid,report,1,1,0.747,0.747,0.7183,0.7183,
94393adb6326ac0d,b8ce35470529c823,2025-07-18T12:09:58Z,2025-07-18,2025-07-18,The Guardian / Will Unwin,Will Unwin,Manchester United,Bryan Mbeumo,2025-26,in,permanent,0,25.0,Right Winger,55000000.0,75000000.0,,1.3636,-20000000.0,0.6682,0.5174,0.7875,0.7875,0.785,0.84,0.7752,0.7474,0.6747,0.82,0.65,0.95,28,1.06,0,0.8833,agreed,report,1,1,0.785,0.785,0.7875,0.7875,
2d2c86e40404269e,f976a701012bb1c7,2025-07-05T20:30:33Z,2025-07-05,2025-07-05,The Guardian / Jacob Steinberg and Ben Fisher,Jacob Steinberg and Ben Fisher,Borussia Dortmund,Jamie Gittens,2025-26,out,permanent,0,20.0,Left Winger,50000000.0,56000000.0,,1.12,-6000000.0,0.697,0.6265,0.7329,0.7329,0.7895,0.84,0.872,0.8857,0.88,0.4,0.65,0.95,4,0.86,0,0.7167,unclear,report,1,1,0.7895,0.7895,0.7329,0.7329,
a4c009d9bebd953b,4e6cdc5ccdca36a7,2025-07-09T15:09:05Z,2025-07-09,2025-07-09,The Guardian / Jacob Steinberg,Jacob Steinberg,Borussia Dortmund,Jamie Gittens,2025-26,out,permanent,0,20.0,Left Winger,50000000.0,56000000.0,,1.12,-6000000.0,0.697,0.6265,0.7682,0.7682,0.7856,0.84,0.812,0.8,0.6518,0.82,0.45,0.85,18,0.82,0,0.6833,agreed,aggregate,1,1,0.7856,0.7856,0.7682,0.7682,
5da73c643e684e11,ed7f017dc179166f,2025-08-27T17:58:27Z,2025-08-27,2025-08-27,The Guardian / Jacob Steinberg,Jacob Steinberg,Manchester United,Alejandro Garnacho,2025-26,out,permanent,0,21.0,Left Winger,45000000.0,46200000.0,,1.0267,-1200000.0,0.676,0.602,0.7862,0.7862,0.8054,0.84,0.812,0.8,0.85,0.72,0.65,0.95,18,0.86,0,0.7167,advanced,report,1,1,0.8054,0.8054,0.7862,0.7862,
766693d7c9d31fb3,b1d8510f640a921c,2025-08-28T19:34:33Z,2025-08-28,2025-08-28,"The Guardian / Jamie Jackson, Jacob Steinberg and David Hytner","Jamie Jackson, Jacob Steinberg and David Hytner",Manchester United,Alejandro Garnacho,2025-26,out,permanent,0,21.0,Left Winger,45000000.0,46200000.0,,1.0267,-1200000.0,0.676,0.602,0.7295,0.7295,0.7904,0.84,0.8587,0.8667,0.9533,0.4,0.65,0.95,2,1.06,0,0.8833,unclear,report,1,1,0.7904,0.7904,0.7295,0.7295,
46e8f6a96ba2cbf1,84934a4720c05ee9,2025-08-06T13:10:23Z,2025-08-06,2025-08-06,The Guardian / Ed Aarons,Ed Aarons,Manchester United,Alejandro Garnacho,2025-26,out,permanent,0,21.0,Left Winger,45000000.0,46200000.0,,1.0267,-1200000.0,0.676,0.602,0.6495,0.6495,0.7259,0.84,0.7738,0.7455,0.8709,0.4,0.65,0.65,12,0.96,0,0.8,unclear,report,1,1,0.7259,0.7259,0.6495,0.6495,
a2c01f85243dfb59,dcb48f2edd0674dd,2025-07-04T17:21:20Z,2025-07-04,2025-07-04,"The Guardian / Ed Aarons, Will Unwin and Jacob Steinberg","Ed Aarons, Will Unwin and Jacob Steinberg",Juventus,Francisco Conceição,2025-26,in,permanent,0,22.0,Right Winger,28000000.0,32000000.0,,1.1429,-4000000.0,0.6929,0.5152,0.7771,0.7771,0.8244,0.84,0.8587,0.8667,0.9133,0.82,0.45,0.65,2,0.96,0,0.8,agreed,aggregate,1,1,0.8244,0.8244,0.7771,0.7771,
50c771a4e0cf9c17,564d80c3439d4d33,2025-07-03T10:15:45Z,2025-07-03,2025-07-03,The Guardian / Tom Bassam,Tom Bassam,Juventus,Francisco Conceição,2025-26,in,permanent,0,22.0,Right Winger,28000000.0,32000000.0,,1.1429,-4000000.0,0.6929,0.5152,0.6874,0.6874,0.7702,0.84,0.8587,0.8667,0.8813,0.48,0.45,0.65,2,0.88,0,0.7333,linked,aggregate,1,1,0.7702,0.7702,0.6874,0.6874,
f1a9c8885c7ebe2e,83f842cabfc5e933,2025-07-18T08:44:19Z,2025-07-18,2025-07-18,The Guardian / Michael Butler,Michael Butler,Juventus,Francisco Conceição,2025-26,in,permanent,0,22.0,Right Winger,28000000.0,32000000.0,,1.1429,-4000000.0,0.6929,0.5152,0.6697,0.6697,0.7378,0.84,0.772,0.7429,0.878,0.48,0.45,0.85,4,0.98,0,0.8167,linked,aggregate,1,1,0.7378,0.7378,0.6697,0.6697,
c2d3dc9b7776143d,758a1f9c52eb0b1f,2026-01-02T21:16:00Z,2026-01-02,2026-01-02,The Guardian / Jacob Steinberg,Jacob Steinberg,Lazio,Taty Castellanos,2025-26,out,permanent,0,27.0,Centre-Forward,25000000.0,29000000.0,,1.16,-4000000.0,0.706,0.6513,0.6968,0.6968,0.7421,0.84,0.812,0.8,0.6967,0.4,0.65,0.95,18,0.82,0,0.6833,unclear,report,1,1,0.7421,0.7421,0.6968,0.6968,
a2da2c370b36efc9,6661906740a3a9fd,2026-01-05T14:31:13Z,2026-01-05,2026-01-05,The Guardian / Jacob Steinberg,Jacob Steinberg,Lazio,Taty Castellanos,2025-26,out,permanent,0,27.0,Centre-Forward,25000000.0,29000000.0,,1.16,-4000000.0,0.706,0.6513,0.7358,0.7358,0.7646,0.84,0.812,0.8,0.6967,0.55,0.65,0.95,18,0.78,0,0.65,talks,report,1,1,0.7646,0.7646,0.7358,0.7358,
77f3f6546e9802e9,e87ac6d89bf601c3,2026-01-02T09:38:06Z,2026-01-02,2026-01-02,The Guardian / Tom Davies,Tom Davies,Lazio,Taty Castellanos,2025-26,out,permanent,0,27.0,Centre-Forward,25000000.0,29000000.0,,1.16,-4000000.0,0.706,0.6513,0.7304,0.7304,0.7931,0.84,0.872,0.8857,0.896,0.48,0.45,0.95,4,0.9,0,0.75,linked,aggregate,1,1,0.7931,0.7931,0.7304,0.7304,
4eeede49a90a517c,9cba918ce89bcd63,2026-01-06T07:25:06Z,2026-01-06,2026-01-06,The Guardian / Will Unwin,Will Unwin,Lazio,Taty Castellanos,2025-26,out,permanent,0,27.0,Centre-Forward,25000000.0,29000000.0,,1.16,-4000000.0,0.706,0.6513,0.6782,0.6782,0.7318,0.84,0.7752,0.7474,0.7525,0.48,0.45,0.95,28,0.78,0,0.65,linked,aggregate,1,1,0.7318,0.7318,0.6782,0.6782,
4c5e4b358b5b3519,33e2c5cc59f3fe0a,2025-06-13T17:10:08Z,2025-06-13,2025-06-13,The Guardian / Andy Hunter and Agencies,Andy Hunter and Agencies,Juventus,Nico González,2024-25,in,permanent,0,26.0,Left Winger,35000000.0,0.0,,0.0,35000000.0,0.95,0.7917,0.6186,0.6186,0.7382,0.84,0.8587,0.8667,0.8813,0.4,0.45,0.25,2,0.88,0,0.7333,unclear,aggregate,1,1,0.7382,0.7382,0.6186,0.6186,
c09f726e291120d6,329c9fa3403a9b9c,2026-01-01T00:01:23Z,2026-01-01,2026-01-01,The Guardian / Will Unwin,Will Unwin,Lazio,Mattéo Guendouzi,2025-26,out,permanent,0,26.0,Central Midfield,28000000.0,28000000.0,,1.0,0.0,0.67,0.595,0.6974,0.6974,0.7448,0.84,0.7752,0.7474,0.7525,0.6,0.45,0.85,28,0.78,0,0.65,bid,aggregate,1,1,0.7448,0.7448,0.6974,0.6974,
c78b2a612c568041,83ae920e52f8d6a3,2025-12-22T15:12:02Z,2025-12-22,2025-12-22,The Guardian / Jacob Steinberg,Jacob Steinberg,Lazio,Mattéo Guendouzi,2025-26,out,permanent,0,26.0,Central Midfield,28000000.0,28000000.0,,1.0,0.0,0.67,0.595,0.77,0.77,0.7901,0.84,0.812,0.8,0.6967,0.82,0.65,0.65,18,0.66,0,0.55,agreed,report,1,1,0.7901,0.7901,0.77,0.77,
6429fcc9426cb149,924f4ff1f58af699,2026-01-08T09:14:57Z,2026-01-08,2026-01-08,The Guardian / John Brewin,John Brewin,Lazio,Mattéo Guendouzi,2025-26,out,permanent,0,26.0,Central Midfield,28000000.0,28000000.0,,1.0,0.0,0.67,0.595,0.6615,0.6615,0.7193,0.84,0.7342,0.6889,0.8271,0.48,0.45,0.95,8,0.9,0,0.75,linked,aggregate,1,1,0.7193,0.7193,0.6615,0.6615,
d62e93f07bd25333,4c5dbed9a054ad3d,2025-07-31T15:56:59Z,2025-07-31,2025-07-31,The Guardian / Ed Aarons,Ed Aarons,Borussia Dortmund,Fábio Silva,2025-26,in,permanent,0,23.0,Centre-Forward,20000000.0,22500000.0,,1.125,-2500000.0,0.7219,0.5518,0.6763,0.6763,0.7181,0.84,0.7738,0.7455,0.5673,0.55,0.65,0.65,12,0.86,0,0.7167,talks,report,1,1,0.7181,0.7181,0.6763,0.6763,
1715552c99679590,24f267760bb25e02,2025-08-25T07:00:33Z,2025-08-25,2025-08-25,The Guardian / Will Unwin,Will Unwin,Borussia Dortmund,Fábio Silva,2025-26,in,permanent,0,23.0,Centre-Forward,20000000.0,22500000.0,,1.125,-2500000.0,0.7219,0.5518,0.7337,0.7337,0.7755,0.84,0.7752,0.7474,0.8796,0.72,0.45,0.85,28,0.98,0,0.8167,advanced,aggregate,1,1,0.7755,0.7755,0.7337,0.7337,
4fadf78662beadcb,5038fd8ab464e7ac,2025-08-28T12:44:24Z,2025-08-28,2025-08-28,"The Guardian / Jacob Steinberg, Ben Fisher and Ed Aarons","Jacob Steinberg, Ben Fisher and Ed Aarons",Borussia Dortmund,Fábio Silva,2025-26,in,permanent,0,23.0,Centre-Forward,20000000.0,22500000.0,,1.125,-2500000.0,0.7219,0.5518,0.7282,0.7282,0.7872,0.84,0.8587,0.8667,0.9213,0.4,0.65,0.95,2,0.98,0,0.8167,unclear,report,1,1,0.7872,0.7872,0.7282,0.7282,
9ff1af8af5e239af,6d2adc728e9ca5e2,2025-08-25T15:01:13Z,2025-08-25,2025-08-25,The Guardian / Ben Fisher,Ben Fisher,Borussia Dortmund,Fábio Silva,2025-26,in,permanent,0,23.0,Centre-Forward,20000000.0,22500000.0,,1.125,-2500000.0,0.7219,0.5518,0.7351,0.7351,0.7753,0.84,0.7945,0.775,0.8639,0.6,0.65,0.85,6,0.98,0,0.8167,bid,report,1,1,0.7753,0.7753,0.7351,0.7351,
bdc56419412aada3,48d3c316a89c6382,2025-08-19T18:07:16Z,2025-08-19,2025-08-19,"The Guardian / Louise Taylor, Ben Fisher and Jacob Steinberg","Louise Taylor, Ben Fisher and Jacob Steinberg",Borussia Dortmund,Fábio Silva,2025-26,in,permanent,0,23.0,Centre-Forward,20000000.0,22500000.0,,1.125,-2500000.0,0.7219,0.5518,0.7524,0.7524,0.8126,0.84,0.8587,0.8667,0.9453,0.72,0.45,0.65,2,1.04,0,0.8667,advanced,aggregate,1,1,0.8126,0.8126,0.7524,0.7524,
73256c11227bf1fc,52d6ffb8cc9f9b5c,2025-08-26T09:05:15Z,2025-08-26,2025-08-26,The Guardian / Dominic Booth,Dominic Booth,Manchester United,Antony,2025-26,out,permanent,0,25.0,Right Winger,35000000.0,22000000.0,,0.6286,13000000.0,0.5864,0.4975,0.7098,0.7098,0.7762,0.84,0.8587,0.8667,0.8413,0.48,0.45,0.85,2,0.78,0,0.65,linked,aggregate,1,1,0.7762,0.7762,0.7098,0.7098,
5edab381cf5605c2,8c8be8d5dbf91db1,2025-09-01T21:00:09Z,2025-09-01,2025-09-01,The Guardian / Jamie Jackson,Jamie Jackson,Manchester United,Antony,2025-26,out,permanent,0,25.0,Right Winger,35000000.0,22000000.0,,0.6286,13000000.0,0.5864,0.4975,0.6374,0.6374,0.6685,0.84,0.707,0.65,0.4708,0.4,0.65,0.95,6,0.98,0,0.8167,unclear,report,1,1,0.6685,0.6685,0.6374,0.6374,
429bcd6c649f7234,b986d90ea58b9f05,2025-08-22T15:17:05Z,2025-08-22,2025-08-22,The Guardian / Jamie Jackson and Will Unwin,Jamie Jackson and Will Unwin,Manchester United,Antony,2025-26,out,permanent,0,25.0,Right Winger,35000000.0,22000000.0,,0.6286,13000000.0,0.5864,0.4975,0.7732,0.7732,0.8146,0.84,0.8587,0.8667,0.8653,0.72,0.65,0.65,2,0.84,0,0.7,advanced,report,1,1,0.8146,0.8146,0.7732,0.7732,
d35b40181117126c,2bd0ae09619f21d4,2025-08-24T08:45:06Z,2025-08-24,2025-08-24,The Guardian / Exclusive by Jamie Jackson,Exclusive by Jamie Jackson,Manchester United,Senne Lammens,2025-26,in,permanent,0,23.0,Goalkeeper,9000000.0,21000000.0,,2.3333,-12000000.0,0.525,0.4458,0.7172,0.7172,0.7846,0.84,0.8587,0.8667,0.9453,0.4,0.85,0.65,2,1.04,0,0.8667,unclear,exclusive,1,1,0.7846,0.7846,0.7172,0.7172,
6b244a6b9c87ec52,0bbb845640c0ece4,2025-09-01T08:32:40Z,2025-09-01,2025-09-01,The Guardian / Daniel Harris,Daniel Harris,Manchester United,Senne Lammens,2025-26,in,permanent,0,23.0,Goalkeeper,9000000.0,21000000.0,,2.3333,-12000000.0,0.525,0.4458,0.725,0.725,0.7892,0.84,0.8587,0.8667,0.9213,0.48,0.45,0.95,2,0.98,0,0.8167,linked,aggregate,1,1,0.7892,0.7892,0.725,0.725,
0bf45ff7ee6be49e,b8608399aa62bbd0,2025-08-25T19:58:17Z,2025-08-25,2025-08-25,The Guardian / Ben Fisher and Jacob Steinberg,Ben Fisher and Jacob Steinberg,Borussia Dortmund,Carney Chukwuemeka,2025-26,in,permanent,0,21.0,Central Midfield,18000000.0,20000000.0,,1.1111,-2000000.0,0.675,0.4992,0.8098,0.8098,0.8312,0.84,0.8587,0.8667,0.8813,0.72,0.65,0.95,2,0.88,0,0.7333,advanced,report,1,1,0.8312,0.8312,0.8098,0.8098,
3abf3516fcffec01,66129f4e70bb691c,2025-06-12T15:01:27Z,2025-06-12,2025-06-12,The Guardian / Jamie Jackson and Ed Aarons,Jamie Jackson and Ed Aarons,Lazio,Nicolò Rovella,2024-25,out,permanent,0,23.0,Defensive Midfield,30000000.0,0.0,,0.0,30000000.0,0.445,0.4825,0.7739,0.7739,0.8164,0.84,0.8587,0.8667,0.8333,0.82,0.45,0.65,2,0.76,0,0.6333,agreed,aggregate,1,1,0.8164,0.8164,0.7739,0.7739,
ed2dfa3218d31ebf,d9f6ef4692e16730,2026-01-13T08:18:59Z,2026-01-13,2026-01-13,The Guardian / Will Unwin,Will Unwin,Lazio,Kenneth Taylor,2025-26,in,permanent,0,23.0,Central Midfield,23000000.0,16850000.0,,0.7326,6150000.0,0.8102,0.7137,0.6662,0.6662,0.7268,0.84,0.7752,0.7474,0.7525,0.48,0.45,0.85,28,0.98,0,0.8167,linked,aggregate,1,1,0.7268,0.7268,0.6662,0.6662,
c0628df34d289cba,492a409b91e4e534,2025-08-24T19:34:23Z,2025-08-24,2025-08-24,The Guardian / Exclusive by Will Unwin,Exclusive by Will Unwin,Juventus,Edon Zhegrova,2025-26,in,permanent,0,26.0,Right Winger,25000000.0,15500000.0,,0.62,9500000.0,0.8105,0.7309,0.7549,0.7549,0.8039,0.84,0.8587,0.8667,0.9133,0.55,0.85,0.65,2,0.96,0,0.8,talks,exclusive,1,1,0.8039,0.8039,0.7549,0.7549,
d0549a5d09ee5940,ba6caa3ec0d1b48f,2025-08-22T00:00:50Z,2025-08-22,2025-08-22,The Guardian / Jacob Steinberg and Ben Fisher,Jacob Steinberg and Ben Fisher,Juventus,Edon Zhegrova,2025-26,in,permanent,0,26.0,Right Winger,25000000.0,15500000.0,,0.62,9500000.0,0.8105,0.7309,0.6729,0.6729,0.7645,0.84,0.872,0.8857,0.88,0.4,0.45,0.65,4,0.86,0,0.7167,unclear,aggregate,1,1,0.7645,0.7645,0.6729,0.6729,
1a7ac0ba5fc412ee,537890b0b89ad3eb,2025-08-14T07:59:08Z,2025-08-14,2025-08-14,The Guardian / Rob Smyth,Rob Smyth,Juventus,Edon Zhegrova,2025-26,in,permanent,0,26.0,Right Winger,25000000.0,15500000.0,,0.62,9500000.0,0.8105,0.7309,0.6887,0.6887,0.7734,0.84,0.8587,0.8667,0.9133,0.48,0.45,0.65,2,0.96,0,0.8,linked,aggregate,1,1,0.7734,0.7734,0.6887,0.6887,
