claim_id,article_id,published_at,date,published_date,source,journalist,club,subject_club,player,season,direction,subject_direction,transfer_type,is_loan,age,position,market_value_eur,transfer_fee_eur,wage_eur_annual,fee_to_market,market_minus_fee_eur,transfer_quality,transfer_indicator,rumor_strength,rumor_indicator,credibility_score,source_reputation_score,journalist_reputation_score,historical_conversion_score,club_specific_score,rumor_stage_score,article_type_score,time_to_confirmation_score,historical_support_n,match_score,ambiguity_flag,entity_match_indicator,rumor_stage,article_type,source_diversity,rumor_count,max_credibility,avg_credibility,max_rumor_strength,avg_rumor_strength,buyer_club,seller_club,target_club,target_role,target_direction,target_entity_type,target_ticker,target_market_symbol,prediction_scope,public_target_count,has_public_buyer,has_public_seller,label,market_feature_backend,market_feature_status,market_feature_notes,event_date_used,event_trading_date,event_trading_offset_days,estimation_points,market_model_alpha,market_model_beta,pre_window_ok_30d,post_window_ok_10d,pre_raw_return_m1,pre_raw_return_m3,pre_raw_return_m5,pre_raw_return_m10,pre_raw_return_m20,pre_raw_return_m30,pre_market_return_m1,pre_market_return_m3,pre_market_return_m5,pre_market_return_m10,pre_market_return_m20,pre_market_return_m30,pre_abnormal_return_m1,pre_abnormal_return_m3,pre_abnormal_return_m5,pre_abnormal_return_m10,raw_return_0_p1,raw_return_0_p3,raw_return_0_p5,raw_return_0_p10,market_return_0_p1,market_return_0_p3,market_return_0_p5,market_return_0_p10,abnormal_return_0_p1,abnormal_return_0_p3,abnormal_return_0_p5,abnormal_return_0_p10,pre_volatility_20d,post_volatility_20d,volatility_shift_20d,pre_close_zscore_20d,event_close_zscore_20d,pre_volume_zscore_20d,event_volume_zscore_20d,relative_volume_20d,target_abnormal_return_p3,target_label_p3
bbb7ecac436e9fe0,8a055cab2573209a,20220719T164500Z,2022-07-19,2022-07-19,90min.com,,Juventus,Juventus,Bremer,2022-23,in,in,permanent,0,25.0,Centre-Back,35000000.0,51300000.0,,1.4657,-16300000.0,0.6452,0.5059,0.5963,0.5963,0.5469,0.5,0.5,0.6875,0.4439,0.4,0.65,0.95,3,0.98,0,0.8167,unclear,report,1,1,0.5469,0.5469,0.5963,0.5963,Juventus,Torino,Juventus,buyer,in,club,JUVE.MI,FTSEMIB.MI,direct,1,1,0,,python_fallback,ok,,2022-07-19,2022-07-19,0,120,0.002496,0.976656,1,1,0.03312,0.016581,-0.034221,-0.025219,-0.045113,-0.096085,0.011274,-0.005497,-0.0185,-0.008199,-0.037948,-0.138281,0.019613,0.015615,-0.026574,-0.039006,0.007312,0.008999,-0.003375,0.015748,0.008456,0.002031,-0.000425,0.055836,-0.006155,-0.002999,-0.017948,-0.065095,0.024343,0.013075,-0.011268,-0.753727,-0.169085,-0.442289,-0.512364,0.641565,-0.002999,neutral
b600877f02571277,a35655d6547c58fd,20220721T063000Z,2022-07-21,2022-07-21,daijiworld.com,,Juventus,Juventus,Bremer,2022-23,in,in,permanent,0,25.0,Centre-Back,35000000.0,51300000.0,,1.4657,-16300000.0,0.6452,0.5059,0.5671,0.5671,0.5261,0.5,0.5,0.5833,0.4439,0.4,0.65,0.95,1,0.98,0,0.8167,unclear,report,1,1,0.5261,0.5261,0.5671,0.5671,Juventus,Torino,Juventus,buyer,in,club,JUVE.MI,FTSEMIB.MI,direct,1,1,0,,python_fallback,ok,,2022-07-21,2022-07-21,0,120,0.00208,0.98883,1,1,-0.00995,0.040674,0.024014,-0.017014,-0.028742,-0.076804,-0.01604,0.019825,0.002913,0.02041,-0.02024,-0.119198,0.00383,0.01446,0.011486,-0.054261,0.001675,-0.010609,0.014517,0.017867,-0.006371,-0.008806,0.027356,0.060802,0.004065,-0.010024,-0.024668,-0.06339,0.024723,0.013117,-0.011607,-0.439528,-0.84581,-0.101611,0.613173,1.437722,-0.010024,neutral
3ce6745643f206e0,76ea88ccdce11ce6,20230714T130000Z,2023-07-14,2023-07-14,caughtoffside.com,,Manchester United,Manchester United,André Onana,2023-24,in,in,permanent,0,27.0,Goalkeeper,35000000.0,50200000.0,,1.4343,-15200000.0,0.6023,0.4511,0.5503,0.5503,0.5123,0.5,0.5,0.5769,0.3691,0.4,0.65,0.85,8,0.9,0,0.75,unclear,report,1,1,0.5123,0.5123,0.5503,0.5503,Manchester United,Inter,Manchester United,buyer,in,club,MANU,^GSPC,direct,1,1,0,,python_fallback,ok,,2023-07-14,2023-07-14,0,120,0.001098,0.222821,1,1,0.001309,-0.009922,-0.055944,-0.086385,0.002183,0.228587,0.00847,0.022794,0.022316,0.030428,0.03228,0.07241,-0.001676,-0.018104,-0.066772,-0.106532,0.030501,-0.038344,-0.057952,-0.018736,0.002827,0.012346,0.005831,0.016006,0.027716,-0.043427,-0.064662,-0.030861,0.032337,0.042933,0.010596,-0.774161,-0.814147,-0.692712,-0.572778,0.394532,-0.043427,negative
15c8958c3f2d3e8c,ac6ca3bfe6c6ceb2,20230714T073000Z,2023-07-14,2023-07-14,dailypost.ng,,Manchester United,Manchester United,André Onana,2023-24,in,in,permanent,0,27.0,Goalkeeper,35000000.0,50200000.0,,1.4343,-15200000.0,0.6023,0.4511,0.5688,0.5688,0.5255,0.5,0.5,0.6429,0.3691,0.4,0.65,0.85,2,0.9,0,0.75,unclear,report,1,1,0.5255,0.5255,0.5688,0.5688,Manchester United,Inter,Manchester United,buyer,in,club,MANU,^GSPC,direct,1,1,0,,python_fallback,ok,,2023-07-14,2023-07-14,0,120,0.001098,0.222821,1,1,0.001309,-0.009922,-0.055944,-0.086385,0.002183,0.228587,0.00847,0.022794,0.022316,0.030428,0.03228,0.07241,-0.001676,-0.018104,-0.066772,-0.106532,0.030501,-0.038344,-0.057952,-0.018736,0.002827,0.012346,0.005831,0.016006,0.027716,-0.043427,-0.064662,-0.030861,0.032337,0.042933,0.010596,-0.774161,-0.814147,-0.692712,-0.572778,0.394532,-0.043427,negative
7325ca39fba594b1,7383bd5745a31dda,20230717T221500Z,2023-07-17,2023-07-17,thepeoplesperson.com,,Manchester United,Manchester United,André Onana,2023-24,in,in,permanent,0,27.0,Goalkeeper,35000000.0,50200000.0,,1.4343,-15200000.0,0.6023,0.4511,0.5808,0.5808,0.5305,0.5,0.5,0.6429,0.3691,0.4,0.65,0.95,2,0.9,0,0.75,unclear,report,1,1,0.5305,0.5305,0.5808,0.5808,Manchester United,Inter,Manchester United,buyer,in,club,MANU,^GSPC,direct,1,1,0,,python_fallback,ok,,2023-07-17,2023-07-17,0,120,0.001134,0.225728,1,1,-0.001307,0.007473,-0.055235,-0.067155,-0.01292,0.186335,-0.001024,0.014903,0.024203,0.024788,0.030378,0.077895,-0.00221,0.000719,-0.066681,-0.085148,0.031414,-0.042321,-0.028796,-0.033159,0.011,0.006537,0.010925,0.018542,0.026683,-0.046442,-0.035125,-0.046541,0.032193,0.042932,0.01074,-0.814147,0.0598,-0.572778,-0.112986,0.87462,-0.046442,negative
5b582b8747bb720e,dba44c7b1efe8d55,2023-06-14T10:16:08Z,2023-06-14,2023-06-14,The Guardian / David Tindall,David Tindall,Borussia Dortmund,Borussia Dortmund,Jude Bellingham,2022-23,out,out,unclear,0,,,,,,0.0,0.0,0.0,0.0,0.5962,0.5962,0.653,0.84,0.742,0.7,0.371,0.4,0.65,0.5,2,0.0,0,0.0,unclear,report,1,1,0.653,0.653,0.5962,0.5962,,,,,,,,,none,0,0,0,,python_fallback,no_public_target,no_public_target,2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a2d14bdaac010a1,af2a27993f3c1cda,2023-06-07T14:13:42Z,2023-06-07,2023-06-07,The Guardian / Fabrizio Romano,Fabrizio Romano,Borussia Dortmund,Borussia Dortmund,Jude Bellingham,2022-23,in,in,unclear,0,,,,,,0.0,0.0,0.0,0.0,0.7817,0.7817,0.8182,0.95,0.8428,0.7969,0.6029,0.9,0.65,0.5,22,0.0,0,0.0,medical,report,1,1,0.8182,0.8182,0.7817,0.7817,,,,,,,,,none,0,0,0,,python_fallback,no_public_target,no_public_target,2023-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13c5cebe975ba686,a2081868c129d29f,2023-06-22T09:28:36Z,2023-06-22,2023-06-22,The Guardian / Daniel Gallan,Daniel Gallan,Borussia Dortmund,Borussia Dortmund,Jude Bellingham,2022-23,in,in,unclear,0,,,,,,0.0,0.0,0.0,0.0,0.593,0.593,0.655,0.84,0.742,0.7,0.371,0.48,0.45,0.5,2,0.0,0,0.0,linked,aggregate,1,1,0.655,0.655,0.593,0.593,,,,,,,,,none,0,0,0,,python_fallback,no_public_target,no_public_target,2023-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856f5bec7c6a82c,bf1e8613c892eaf9,2023-06-15T14:50:48Z,2023-06-15,2023-06-15,The Guardian / Sid Lowe in Madrid,Sid Lowe in Madrid,Borussia Dortmund,Borussia Dortmund,Jude Bellingham,2022-23,in,in,unclear,0,,,,,,0.0,0.0,0.0,0.0,0.5233,0.5233,0.5957,0.84,0.672,0.6,0.288,0.4,0.35,0.5,4,0.0,0,0.0,unclear,analysis,1,1,0.5957,0.5957,0.5233,0.5233,,,,,,,,,none,0,0,0,,python_fallback,no_public_target,no_public_target,2023-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672f4ffa1bbade4,f8e46181a5ee7563,2022-08-30T12:06:45Z,2022-08-30,2022-08-30,The Guardian / Jamie Jackson,Jamie Jackson,Manchester United,Manchester United,Antony,2022-23,in,in,permanent,0,22.0,Right Winger,35000000.0,95000000.0,,2.7143,-60000000.0,0.5,0.4167,0.7628,0.7628,0.7483,0.84,0.6842,0.6174,0.6295,0.9,0.65,0.95,36,1.06,0,0.8833,medical,report,1,1,0.7483,0.7483,0.7628,0.7628,Manchester United,Ajax,Manchester United,buyer,in,club,MANU,^GSPC,direct,2,1,1,,python_fallback,ok,,2022-08-30,2022-08-30,0,120,0.000686,0.705235,1,1,-0.005327,-0.026081,-0.014329,0.023493,0.169052,0.186025,-0.006666,-0.026604,-0.02595,-0.062025,-0.021371,0.052145,-0.001312,-0.009375,0.000831,0.064489,0.028309,0.030604,0.114002,0.123183,-0.018759,-0.026386,-0.012589,-0.020989,0.040029,0.046362,0.115309,0.127617,0.035333,0.026803,-0.00853,0.541484,0.67025,-0.327922,-0.459397,0.325025,0.046362,positive
1672f4ffa1bbade4,f8e46181a5ee7563,2022-08-30T12:06:45Z,2022-08-30,2022-08-30,The Guardian / Jamie Jackson,Jamie Jackson,Ajax NV,Manchester United,Antony,2022-23,out,in,permanent,0,22.0,Right Winger,35000000.0,95000000.0,,2.7143,-60000000.0,0.895,0.8575,0.7628,0.7628,0.7483,0.84,0.6842,0.6174,0.6295,0.9,0.65,0.95,36,1.06,0,0.8833,medical,report,1,1,0.7483,0.7483,0.7628,0.7628,Manchester United,Ajax,Ajax NV,seller,out,club,AJAX.AS,^AEX,direct,2,1,1,,python_fallback,ok,,2022-08-30,2022-08-30,0,120,0.000695,0.166419,1,1,-0.010526,0.003559,0.003559,0.119048,0.128,0.13253,-0.009573,-0.021686,-0.017875,-0.041914,-0.040993,0.025297,-0.009628,0.005381,0.003392,0.115453,-0.039007,-0.035461,-0.035461,-0.039007,-0.025804,-0.028296,-0.033022,-0.020191,-0.03646,-0.03371,-0.034074,-0.043258,0.017664,0.01616,-0.001504,1.532852,1.027211,1.525572,2.389854,4.00067,-0.03371,negative
b3ef7109515ed259,6b0257cdadf3453d,2022-08-29T23:36:25Z,2022-08-29,2022-08-29,The Guardian / Fabrizio Romano,Fabrizio Romano,Manchester United,Manchester United,Antony,2022-23,in,in,permanent,0,22.0,Right Winger,35000000.0,95000000.0,,2.7143,-60000000.0,0.5,0.4167,0.8353,0.8353,0.8399,0.95,0.8428,0.7969,0.5943,0.9,0.65,0.95,22,0.8,0,0.6667,medical,report,1,1,0.8399,0.8399,0.8353,0.8353,Manchester United,Ajax,Manchester United,buyer,in,club,MANU,^GSPC,direct,2,1,1,,python_fallback,ok,,2022-08-29,2022-08-29,0,120,0.000518,0.712599,1,1,-0.031687,-0.020134,-0.039474,0.024961,0.179533,0.192377,-0.033688,-0.017214,-0.040398,-0.051982,-0.017585,0.050347,-0.0082,-0.009433,-0.013015,0.060482,0.008371,0.019787,0.099696,0.104262,-0.017621,-0.02238,-0.036836,-0.030799,0.020017,0.033779,0.12129,0.119732,0.035212,0.026753,-0.008459,0.694691,0.541484,-0.4617,-0.327922,0.511223,0.033779,positive
b3ef7109515ed259,6b0257cdadf3453d,2022-08-29T23:36:25Z,2022-08-29,2022-08-29,The Guardian / Fabrizio Romano,Fabrizio Romano,Ajax NV,Manchester United,Antony,2022-23,out,in,permanent,0,22.0,Right Winger,35000000.0,95000000.0,,2.7143,-60000000.0,0.895,0.8575,0.8353,0.8353,0.8399,0.95,0.8428,0.7969,0.5943,0.9,0.65,0.95,22,0.8,0,0.6667,medical,report,1,1,0.8399,0.8399,0.8353,0.8353,Manchester United,Ajax,Ajax NV,seller,out,club,AJAX.AS,^AEX,direct,2,1,1,,python_fallback,ok,,2022-08-29,2022-08-29,0,120,0.00018,0.200993,1,1,-0.006969,0.007067,0.055556,0.14,0.14,0.14,-0.018336,-0.008145,-0.020069,-0.028494,-0.033395,0.049351,-0.003463,0.008381,0.058297,0.137815,-0.02807,-0.05614,-0.059649,-0.045614,-0.020948,-0.054093,-0.04391,-0.011644,-0.024384,-0.046922,-0.053022,-0.045487,0.017311,0.015908,-0.001404,2.015929,1.532852,0.19731,1.525572,3.078416,-0.046922,negative
4c62f96b68890a67,a538530d159d493f,2022-09-01T17:32:50Z,2022-09-01,2022-09-01,The Guardian / Jamie Jackson,Jamie Jackson,Manchester United,Manchester United,Antony,2022-23,in,in,permanent,0,22.0,Right Winger,35000000.0,95000000.0,,2.7143,-60000000.0,0.5,0.4167,0.6328,0.6328,0.6733,0.84,0.6842,0.6174,0.6295,0.4,0.65,0.95,36,0.96,0,0.8,unclear,report,1,1,0.6733,0.6733,0.6328,0.6328,Manchester United,Ajax,Manchester United,buyer,in,club,MANU,^GSPC,direct,2,1,1,,python_fallback,ok,,2022-09-01,2022-09-01,0,120,0.000869,0.708495,1,1,0.01434,0.022831,0.00149,-0.016825,0.176883,0.205381,-0.007817,-0.0253,-0.044864,-0.074646,-0.048174,-0.001237,0.019009,0.038253,0.029889,0.030112,0.002232,0.083333,0.073661,0.052827,-0.007772,0.006288,0.02841,-0.02065,0.005994,0.07453,0.048393,0.060905,0.035205,0.026583,-0.008622,0.825738,0.695009,0.020332,-0.307191,0.568119,0.07453,positive
4c62f96b68890a67,a538530d159d493f,2022-09-01T17:32:50Z,2022-09-01,2022-09-01,The Guardian / Jamie Jackson,Jamie Jackson,Ajax NV,Manchester United,Antony,2022-23,out,in,permanent,0,22.0,Right Winger,35000000.0,95000000.0,,2.7143,-60000000.0,0.895,0.8575,0.6328,0.6328,0.6733,0.84,0.6842,0.6174,0.6295,0.4,0.65,0.95,36,0.96,0,0.8,unclear,report,1,1,0.6733,0.6733,0.6328,0.6328,Manchester United,Ajax,Ajax NV,seller,out,club,AJAX.AS,^AEX,direct,2,1,1,,python_fallback,ok,,2022-09-01,2022-09-01,0,120,0.000884,0.152751,1,1,-0.021661,-0.049123,-0.035587,0.062745,0.088353,0.092742,-0.014486,-0.035131,-0.046931,-0.059163,-0.073816,-0.020305,-0.020332,-0.047139,-0.032672,0.064478,0.00369,0.00369,0.01845,-0.01845,-0.002558,-0.007408,-0.008687,-0.008187,0.002343,0.001537,0.014628,-0.025988,0.019131,0.015965,-0.003166,0.520845,0.316134,-0.145709,0.098575,1.108805,0.001537,neutral
a5ffcb7724161050,a88e89d68113d7ff,2022-08-26T08:27:28Z,2022-08-26,2022-08-26,The Guardian / Gregg Bakowski,Gregg Bakowski,Manchester United,Manchester United,Antony,2022-23,in,in,permanent,0,22.0,Right Winger,35000000.0,95000000.0,,2.7143,-60000000.0,0.5,0.4167,0.6697,0.6697,0.7378,0.84,0.772,0.7429,0.878,0.48,0.45,0.85,4,0.98,0,0.8167,linked,aggregate,1,1,0.7378,0.7378,0.6697,0.6697,Manchester United,Ajax,Manchester United,buyer,in,club,MANU,^GSPC,direct,2,1,1,,python_fallback,ok,,2022-08-26,2022-08-26,0,120,0.000694,0.708286,1,1,0.011177,0.023379,-0.023741,0.105049,0.21704,0.258813,0.014092,0.014773,-0.019754,-0.001937,0.031109,0.107836,0.000502,0.01069,-0.012933,0.098026,-0.036846,-0.00958,-0.007369,0.11717,-0.04013,-0.058136,-0.065457,-0.021126,-0.009821,0.030249,0.03659,0.122092,0.034059,0.02752,-0.006539,1.255613,0.694691,-0.434952,-0.4617,0.310281,0.030249,positive
a5ffcb7724161050,a88e89d68113d7ff,2022-08-26T08:27:28Z,2022-08-26,2022-08-26,The Guardian / Gregg Bakowski,Gregg Bakowski,Ajax NV,Manchester United,Antony,2022-23,out,in,permanent,0,22.0,Right Winger,35000000.0,95000000.0,,2.7143,-60000000.0,0.895,0.8575,0.6697,0.6697,0.7378,0.84,0.772,0.7429,0.878,0.48,0.45,0.85,4,0.98,0,0.8167,linked,aggregate,1,1,0.7378,0.7378,0.6697,0.6697,Manchester United,Ajax,Ajax NV,seller,out,club,AJAX.AS,^AEX,direct,2,1,1,,python_fallback,ok,,2022-08-26,2022-08-26,0,120,-0.000127,0.230803,1,1,0.021352,0.021352,0.12549,0.166667,0.134387,0.157258,0.00622,0.01014,-0.010484,-0.010389,-0.005717,0.088736,0.020044,0.019448,0.124003,0.160739,-0.017422,-0.055749,-0.052265,-0.055749,-0.027734,-0.052823,-0.055245,-0.044943,-0.010799,-0.043943,-0.039405,-0.04455,0.017536,0.015905,-0.001631,2.641006,2.015929,2.774717,0.19731,1.280913,-0.043943,negative
96c866196249fd48,d5b921811ef05c27,2022-08-08T16:03:13Z,2022-08-08,2022-08-08,"The Guardian / Jamie Jackson, Fabrizio Romano and Jacob Steinberg","Jamie Jackson, Fabrizio Romano and Jacob Steinberg",Manchester United,Manchester United,Antony,2022-23,in,in,permanent,0,22.0,Right Winger,35000000.0,95000000.0,,2.7143,-60000000.0,0.5,0.4167,0.8475,0.8475,0.9045,0.95,0.9558,0.9583,0.9619,0.82,0.65,0.65,2,0.96,0,0.8,agreed,report,1,1,0.9045,0.9045,0.8475,0.8475,Manchester United,Ajax,Manchester United,buyer,in,club,MANU,^GSPC,direct,2,1,1,,python_fallback,ok,,2022-08-08,2022-08-08,0,120,-0.00108,0.594899,1,1,-0.012017,0.029517,0.033214,0.033214,0.072693,0.006119,-0.001626,0.013199,0.003607,0.046334,0.063038,0.092067,-0.00997,0.024956,0.03635,0.017203,-0.010426,0.066898,0.10947,0.152042,-0.005481,0.014976,0.036657,-0.001737,-0.004954,0.067501,0.097068,0.165432,0.013887,0.034911,0.021024,1.607745,1.585708,7.495619,4.41605,3.227307,0.067501,positive
96c866196249fd48,d5b921811ef05c27,2022-08-08T16:03:13Z,2022-08-08,2022-08-08,"The Guardian / Jamie Jackson, Fabrizio Romano and Jacob Steinberg","Jamie Jackson, Fabrizio Romano and Jacob Steinberg",Ajax NV,Manchester United,Antony,2022-23,out,in,permanent,0,22.0,Right Winger,35000000.0,95000000.0,,2.7143,-60000000.0,0.895,0.8575,0.8475,0.8475,0.9045,0.95,0.9558,0.9583,0.9619,0.82,0.65,0.65,2,0.96,0,0.8,agreed,report,1,1,0.9045,0.9045,0.8475,0.8475,Manchester United,Ajax,Ajax NV,seller,out,club,AJAX.AS,^AEX,direct,2,1,1,,python_fallback,ok,,2022-08-08,2022-08-08,0,120,-0.00072,0.264191,1,1,0.016,0.024194,0.016,0.011952,0.007936,0.049587,-0.012083,-0.004147,-0.009185,0.025105,0.071965,0.09453,0.019913,0.027266,0.022045,0.013371,-0.003937,-0.031496,-0.007874,0.106299,-0.008039,0.00422,0.008495,-0.016188,-0.000401,-0.030077,-0.005502,0.116047,0.01373,0.019179,0.005449,1.902207,1.333332,0.102088,-0.547718,0.478706,-0.030077,negative
826a56c578bb26f0,f4af833c8ebe1aba,2022-01-13T09:07:45Z,2022-01-13,2022-01-13,The Guardian / Fabrizio Romano,Fabrizio Romano,Juventus,Juventus,Dušan Vlahović,2021-22,in,in,permanent,0,22.0,Centre-Forward,70000000.0,85400000.0,,1.22,-15400000.0,0.6755,0.5044,0.6821,0.6821,0.7817,0.95,0.8428,0.7969,0.9128,0.4,0.65,0.65,22,0.66,0,0.55,unclear,report,1,1,0.7817,0.7817,0.6821,0.6821,Juventus,Fiorentina,Juventus,buyer,in,club,JUVE.MI,FTSEMIB.MI,direct,1,1,0,,python_fallback,ok,,2022-01-13,2022-01-13,0,120,-0.004468,0.861144,1,1,-0.011047,-0.049721,-0.085484,-0.021289,-0.164538,-0.211405,0.006501,0.003476,-0.015943,0.009801,0.043802,0.064204,-0.012177,-0.039742,-0.052055,0.018656,0.00823,0.017049,0.049383,0.133451,-0.006134,-0.008335,-0.005196,-0.030021,0.022392,0.041929,0.07971,0.203062,0.034852,0.025577,-0.009275,-1.01479,-0.930819,-0.950671,-1.026067,0.199446,0.041929,positive
c1239c265500553e,7e54ebd822217b8e,2022-01-31T21:47:08Z,2022-01-31,2022-01-31,The Guardian / PA Media and Guardian sport,PA Media and Guardian sport,Juventus,Juventus,Dušan Vlahović,2021-22,in,in,permanent,0,22.0,Centre-Forward,70000000.0,85400000.0,,1.22,-15400000.0,0.6755,0.5044,0.7234,0.7234,0.7752,0.84,0.8587,0.8667,0.8013,0.4,0.65,0.95,2,0.68,0,0.5667,unclear,report,1,1,0.7752,0.7752,0.7234,0.7234,Juventus,Fiorentina,Juventus,buyer,in,club,JUVE.MI,FTSEMIB.MI,direct,1,1,0,,python_fallback,ok,,2022-01-31,2022-01-31,0,120,-0.004576,0.832727,1,1,0.011411,0.083333,0.111111,0.137026,0.130435,-0.00965,-0.011792,0.020592,-0.018329,-0.035543,-0.028595,-0.003788,0.025806,0.078046,0.145873,0.206793,-0.04359,-0.055897,-0.08359,-0.026154,0.024845,0.019725,-0.008884,-0.005647,-0.055373,-0.055025,-0.051906,0.032307,0.027477,0.026973,-0.000504,2.48278,1.252589,0.553614,3.431184,2.928855,-0.055025,negative
c54d0a4a0d23d674,2f1915d2b36f59bb,2022-01-27T19:33:05Z,2022-01-27,2022-01-27,"The Guardian / Fabrizio Romano, Will Unwin, Jacob Steinberg and PA Media","Fabrizio Romano, Will Unwin, Jacob Steinberg and PA Media",Juventus,Juventus,Dušan Vlahović,2021-22,in,in,permanent,0,22.0,Centre-Forward,70000000.0,85400000.0,,1.22,-15400000.0,0.6755,0.5044,0.749,0.749,0.8433,0.95,0.9558,0.9583,0.9299,0.4,0.45,0.95,2,0.88,0,0.7333,unclear,aggregate,1,1,0.8433,0.8433,0.749,0.749,Juventus,Fiorentina,Juventus,buyer,in,club,JUVE.MI,FTSEMIB.MI,direct,1,1,0,,python_fallback,ok,,2022-01-27,2022-01-27,0,120,-0.004737,0.829807,1,1,0.052778,0.079772,0.070621,0.114051,0.090334,-0.069253,0.022667,-0.016333,-0.027474,-0.039511,-0.030097,0.002561,0.038705,0.106742,0.11717,0.191154,0.029024,-0.015831,-0.028496,0.054881,-0.002029,0.022766,0.017657,0.021451,0.039885,-0.015094,-0.014439,0.091311,0.027731,0.024008,-0.003724,2.511235,2.620274,1.20172,0.302448,1.190613,-0.015094,neutral
5fc8059c14398be3,61c8eb13f5d0ed5b,2022-01-25T14:44:40Z,2022-01-25,2022-01-25,The Guardian / Fabrizio Romano,Fabrizio Romano,Juventus,Juventus,Dušan Vlahović,2021-22,in,in,permanent,0,22.0,Centre-Forward,70000000.0,85400000.0,,1.22,-15400000.0,0.6755,0.5044,0.8273,0.8273,0.8597,0.95,0.8428,0.7969,0.9128,0.82,0.65,0.95,22,1.06,0,0.8833,agreed,report,1,1,0.8597,0.8597,0.8273,0.8273,Juventus,Fiorentina,Juventus,buyer,in,club,JUVE.MI,FTSEMIB.MI,direct,1,1,0,,python_fallback,ok,,2022-01-25,2022-01-25,0,120,-0.004879,0.848088,1,1,-0.025641,-0.033898,-0.006392,-0.004077,0.007067,-0.177093,-0.040205,-0.051076,-0.061974,-0.050486,-0.038607,-0.031473,0.013336,0.024254,0.072129,0.08851,0.108187,0.140351,0.090643,0.115205,0.024872,0.022793,0.048204,0.016902,0.094116,0.134321,0.079175,0.153723,0.023286,0.028787,0.005501,-0.822529,0.833058,-0.38252,0.161465,1.103103,0.134321,positive
b27671f2020b976d,2c8f02c32b026c86,2021-07-23T12:03:08Z,2021-07-23,2021-07-23,The Guardian / Guardian sport,Guardian sport,Manchester United,Borussia Dortmund,Jadon Sancho,2021-22,in,out,permanent,0,21.0,Left Winger,100000000.0,85000000.0,,0.85,15000000.0,0.7337,0.6069,0.6861,0.6861,0.7277,0.84,0.7945,0.775,0.6382,0.4,0.65,0.95,6,1.06,0,0.8833,unclear,report,1,1,0.7277,0.7277,0.6861,0.6861,Man Utd,Borussia Dortmund,Manchester United,buyer,in,club,MANU,^GSPC,direct,2,1,1,,python_fallback,ok,,2021-07-23,2021-07-23,0,120,-0.000447,0.513467,1,1,0.009615,0.068521,0.043046,0.056338,0.0181,0.00639,0.002017,0.025594,0.001709,0.010799,0.029619,0.035058,0.009026,0.055468,0.04454,0.054933,0.000635,0.012063,0.020952,0.034921,0.012552,0.007593,0.006361,0.015808,-0.004821,0.009986,0.020266,0.031611,0.01318,0.009575,-0.003605,2.556017,2.834508,7.678303,-0.129125,0.838547,0.009986,neutral
b27671f2020b976d,2c8f02c32b026c86,2021-07-23T12:03:08Z,2021-07-23,2021-07-23,The Guardian / Guardian sport,Guardian sport,Borussia Dortmund,Borussia Dortmund,Jadon Sancho,2021-22,out,out,permanent,0,21.0,Left Winger,100000000.0,85000000.0,,0.85,15000000.0,0.6362,0.5556,0.6861,0.6861,0.7277,0.84,0.7945,0.775,0.6382,0.4,0.65,0.95,6,1.06,0,0.8833,unclear,report,1,1,0.7277,0.7277,0.6861,0.6861,Man Utd,Borussia Dortmund,Borussia Dortmund,seller,out,club,BVB.DE,^GDAXI,direct,2,1,1,,python_fallback,ok,,2021-07-23,2021-07-23,0,120,0.001143,0.526772,1,1,-0.012903,0.025985,-0.002445,0.023411,-0.014493,-0.06422,0.005968,0.025199,-0.007365,0.006089,-0.004791,-0.00364,-0.017189,0.00996,-0.003393,0.009633,0.003268,-0.002451,0.001634,0.041667,0.006732,0.003598,0.001924,0.015915,-0.002451,-0.008693,-0.006019,0.020487,0.017415,0.018056,0.000641,-0.408441,-0.863445,-0.038889,-1.377254,0.376282,-0.008693,neutral
bbc168cc6bb8e6d6,e6e58cd55828900b,2021-07-01T13:57:19Z,2021-07-01,2021-07-01,The Guardian / Fabrizio Romano and Jamie Jackson,Fabrizio Romano and Jamie Jackson,Manchester United,Borussia Dortmund,Jadon Sancho,2021-22,in,out,permanent,0,21.0,Left Winger,100000000.0,85000000.0,,0.85,15000000.0,0.7337,0.6069,0.8475,0.8475,0.9045,0.95,0.9558,0.9583,0.9619,0.82,0.65,0.65,2,0.96,0,0.8,agreed,report,1,1,0.9045,0.9045,0.8475,0.8475,Man Utd,Borussia Dortmund,Manchester United,buyer,in,club,MANU,^GSPC,direct,2,1,1,,python_fallback,ok,,2021-07-01,2021-07-01,0,118,-0.00087,0.514125,1,1,-0.001315,-0.021893,-0.0181,-0.017464,-0.029393,-0.043451,0.001328,0.003925,0.013122,0.017473,0.02124,0.041104,-0.001128,-0.021382,-0.020467,-0.01772,0.009217,-0.016458,-0.011192,-0.005925,0.012761,0.014108,0.016766,0.006902,0.004399,-0.020144,-0.014431,0.000371,0.008313,0.012834,0.004522,-2.165566,-1.304506,-0.300026,0.509687,1.318305,-0.020144,negative
